WorkerId	DiscourseId	Expression.Lit	Expression.Met	Original.Expression	Discourse.MetLit	word1	word2	word3	word4	word5
w212	d148	experience freedom	taste freedom	lit	lit	aware	learning	political	partisanship	engagement
w63	d148	experience freedom	taste freedom	lit	met	wing	walk	repentance	silence	sinning
w16	d148	experience freedom	taste freedom	lit	met	broken	wing	open	fields	chastened
w22	d148	experience freedom	taste freedom	lit	lit	politics	partisanship	tradition	engagement	politically
w235	d148	experience freedom	taste freedom	lit	met	political	chastened	countercultural	menno	silence
w210	d148	experience freedom	taste freedom	lit	met	devoutedly	sentimentally	broken	freely	open
w10	d148	experience freedom	taste freedom	lit	met	devoutly	wing	fields	transpolitical	repentance
w11	d687	decrease appetite	dull appetite	met	lit	fishing	relaxing	dayly	refreshing	togue
w1	d687	decrease appetite	dull appetite	met	met	fun	relaxing	day	you'll	gear
w504	d687	decrease appetite	dull appetite	met	lit	dayly	activities	take	gear	having
w3	d687	decrease appetite	dull appetite	met	lit	daily	adtivites	regular	locate	hotspots
w218	d687	decrease appetite	dull appetite	met	lit	togue	mask	trolling	dayly	fishing gear
w320	d687	decrease appetite	dull appetite	met	lit	dayly	activities	relaxing	refreshing	swim provides
w234	d687	decrease appetite	dull appetite	met	lit	refreshing	take	swim	doing	heat
w23	d687	decrease appetite	dull appetite	met	lit	daily	regular	water	swim	provides
w53	d687	decrease appetite	dull appetite	met	met	mask	refeshing	hotspot	dayly	ice-out
w228	d687	decrease appetite	dull appetite	met	lit	selection	break	snorkel	locate	hotspots
w230	d365	understand meaning	grasp meaning	met	lit	precise	estimate	intervals	results	study
w96	d365	understand meaning	grasp meaning	met	lit	precise	treatment	results	outcomes	analysis
w1	d365	understand meaning	grasp meaning	met	lit	precise	results	help	locally	results
w86	d365	understand meaning	grasp meaning	met	lit	results	research	outcomes	estimate	management
w505	d365	understand meaning	grasp meaning	met	lit	precise	look	considered	research	looking
w322	d365	understand meaning	grasp meaning	met	lit	precise	estimates	ressults	outcomes	analysis
w3	d365	understand meaning	grasp meaning	met	lit	cost	benefit	treatment	precise	results
w43	d365	understand meaning	grasp meaning	met	lit	estimate	intervals	results	outcomes	research
w9	d365	understand meaning	grasp meaning	met	lit	precise	effects	intervals	outcomes	interpretation
w222	d365	understand meaning	grasp meaning	met	lit	intervals	results	interpretation	analyses	management
w12	d346	manage job	juggle job	lit	lit	purpose	study	findings	data	employability
w1	d346	manage job	juggle job	lit	lit	purpose	study	data	new	different
w505	d346	manage job	juggle job	lit	lit	study	selective	summary	experience	career
w43	d346	manage job	juggle job	lit	lit	study	data	information	summary	employability
w89	d346	manage job	juggle job	lit	met	study	information	important	employability	industries
w250	d346	manage job	juggle job	lit	lit	study	information	selective	strategies	careers
w216	d346	manage job	juggle job	lit	met	information	summary	employability	industries	curriculum
w325	d346	manage job	juggle job	lit	lit	purpose	study	findings	data	information
w238	d346	manage job	juggle job	lit	lit	purpose	findings	additionals	producing	prioritioes
w222	d346	manage job	juggle job	lit	lit	study	findings	data	report	scale
w1	d149	disclose report	leak report	lit	lit	further	claimant	suffered	mild	injury'
w201	d149	disclose report	leak report	lit	lit	september	wrote	call	report	letter
w322	d149	disclose report	leak report	lit	lit	reiterated	suggest	correlation	report	expert
w13	d149	disclose report	leak report	lit	lit	wrote	letter	belief	studies	collisions
w3	d149	disclose report	leak report	lit	lit	studies	injuries	damage	solicitors	expert
w89	d149	disclose report	leak report	lit	lit	wrote	appended	collisions	solicitors	specialist
w223	d149	disclose report	leak report	lit	lit	reiterated	claimont	injury	report	expert
w237	d149	disclose report	leak report	lit	lit	8th	september	appended	report	expert
w39	d149	disclose report	leak report	lit	lit	letter	injury	studies	correlation	damage
w231	d149	disclose report	leak report	lit	lit	wrote	letter	vehicle	damage	specialist
w230	d537	make remark	throw remark	lit	met	don’t	suppose	fluctuates	funny	idiots
w1	d537	make remark	throw remark	lit	lit	and	view	points	word	sure
w51	d537	make remark	throw remark	lit	met	wisdom	flucuates	view	magic	fantasy
w506	d537	make remark	throw remark	lit	met	wisdom	cosmic-ness	fantasy	wise	funny
w19	d537	make remark	throw remark	lit	met	wrapping	balls	decorating	like	christmas
w3	d537	make remark	throw remark	lit	met	wrapping	balls	decorating	christmas	tree
w213	d537	make remark	throw remark	lit	met	wisdom	view	wrapping	fantasy	end up
w214	d537	make remark	throw remark	lit	lit	fluctuates	depending	situations	aboused	glastonbury
w325	d537	make remark	throw remark	lit	met	suppose	fluctuates	changes	view	cosmic-ness
w28	d537	make remark	throw remark	lit	met	really	suppose	funny	idiots	magic
w1	d862	view represent	view reflect	met	lit	the	past	handed	down	series
w201	d862	view represent	view reflect	met	lit	judgements	recognising	decisions	try	brings
w202	d862	view represent	view reflect	met	lit	recognizing	principle	legislation	rights	different
w507	d862	view represent	view reflect	met	met	groundbreaking	parliamentary	european	fundamental	incompatible
w213	d862	view represent	view reflect	met	lit	court	judgments	found	decisions	parliamentarians
w237	d862	view represent	view reflect	met	lit	court	judgements	discriminaton	legislation	laws
w62	d862	view represent	view reflect	met	lit	judgments	discrimination	rights	assembly	political
w226	d862	view represent	view reflect	met	lit	the	court	judgments	recognising	rights
w85	d862	view represent	view reflect	met	lit	past	laws	greatest	brings	together
w247	d862	view represent	view reflect	met	lit	rights	discriminations	past	employment	custody
w206	d549	affect judgement	colour judgement	lit	lit	evangeline	astrology	techniques	decumbitures	considerations
w322	d549	affect judgement	colour judgement	lit	lit	reportedly	references	obvious	analyze	studied
w215	d549	affect judgement	colour judgement	lit	met	death	astrology	affairs	comprehensive	practice
w36	d549	affect judgement	colour judgement	lit	lit	forecast	death	techniques	analyze	familiarity
w213	d549	affect judgement	colour judgement	lit	met	death	astrology	homeopath	aphorims	decumbiture
w216	d549	affect judgement	colour judgement	lit	lit	evangeline	valentino	astrology	homeopath	decumbiture
w226	d549	affect judgement	colour judgement	lit	met	reportedly	forecast	her	medical	astrology
w235	d549	affect judgement	colour judgement	lit	met	astrology	homeopath	evangeline	death	affairs
w247	d549	affect judgement	colour judgement	lit	lit	medical	background	clients	health	obvious
w210	d549	affect judgement	colour judgement	lit	lit	reportedly	death	medical	analyze	studied
w1	d393	corrupt mind	poison mind	lit	lit	title	exist	suitable	spot	name
w207	d393	corrupt mind	poison mind	lit	met	centrury	myth	limited	fabricated	historical
w43	d393	corrupt mind	poison mind	lit	met	christian	moral	sacred	divine	church
w208	d393	corrupt mind	poison mind	lit	lit	christian	nazarene	language	writings	literature
w246	d393	corrupt mind	poison mind	lit	met	pious	guilty	appropriating	validate	fabricated
w216	d393	corrupt mind	poison mind	lit	met	christianised	nazareth	essenes	christians	literature
w16	d393	corrupt mind	poison mind	lit	lit	century	christianised	nazareth	literature	validate
w221	d393	corrupt mind	poison mind	lit	lit	delighted	indicts	literature	church	historical
w22	d393	corrupt mind	poison mind	lit	lit	forged	fabricated	christian	faith	catholic
w231	d393	corrupt mind	poison mind	lit	met	nazareth	meanings	pious	myth	historical
w204	d627	drink alcohol	abuse alcohol	lit	lit	quality	pub	century	tradition	prince
w1	d627	drink alcohol	abuse alcohol	lit	lit	better	chance	very	entertaining	fun
w201	d627	drink alcohol	abuse alcohol	lit	lit	july	location	experience	out	then
w505	d627	drink alcohol	abuse alcohol	lit	lit	wednesday	location	experience	join	july
w2	d627	drink alcohol	abuse alcohol	lit	lit	july	pm	chance	take	pubs
w332	d627	drink alcohol	abuse alcohol	lit	lit	experience	entertaining	example	begin	town
w22	d627	drink alcohol	abuse alcohol	lit	lit	begin	location	experience	food	entertaining
w203	d627	drink alcohol	abuse alcohol	lit	lit	very	a	until	begin	pm
w222	d627	drink alcohol	abuse alcohol	lit	lit	location	wednesday	example	tradition	british
w210	d627	drink alcohol	abuse alcohol	lit	lit	tradition	quality	example	food	pub
w327	d68	solve problem	attack problem	met	lit	problems	responses	confrence	police	penalties
w90	d68	solve problem	attack problem	met	lit	problems	conference	studies	health	smoking
w1	d68	solve problem	attack problem	met	lit	will	speaking	at	the	curb
w504	d68	solve problem	attack problem	met	lit	conference	professor	studies	university	problems
w209	d68	solve problem	attack problem	met	lit	speaking	conference	organised	addiction	studies
w321	d68	solve problem	attack problem	met	lit	professor	addiction	studies	conference	police
w221	d68	solve problem	attack problem	met	lit	university	teenage	smoking	health	tobacconists
w210	d68	solve problem	attack problem	met	lit	international	conference	organized	professor	penalties
w57	d68	solve problem	attack problem	met	lit	tobacco	conference	england	problems	smoke
w53	d68	solve problem	attack problem	met	lit	addiction	health	problems	challenges	penalties
w1	d6	reject past	disown past	met	met	no	end	means	the	pain
w248	d6	reject past	disown past	met	met	withering	movement	voiceless	painless	pattern
w212	d6	reject past	disown past	met	met	voiceless	drift	prayer	fallacy	superficial
w328	d6	reject past	disown past	met	met	wailing	withering	drifting	annunciation	evolution
w89	d6	reject past	disown past	met	met	voiceless	withering	drifting	partial	superficial
w220	d6	reject past	disown past	met	met	voiceless	withering	pain	wreckage	ceases
w508	d6	reject past	disown past	met	met	painless	bone's	annunciation	notions	mind
w210	d6	reject past	disown past	met	met	voiceless	whithering	drift	fallacy	superficial
w197	d6	reject past	disown past	met	met	voiceless	wailing	bone's	prayer	superficial
w47	d6	reject past	disown past	met	met	it	wailing	sea	prayer	ceases
w24	d233	story intrigue	story grab	met	met	homespun	fable	imprison	himself	thick
w11	d233	story intrigue	story grab	met	lit	unconvincing	endless	placement	homespun	paradox
w199	d233	story intrigue	story grab	met	lit	subplots	product	film	plot	airport
w1	d233	story intrigue	story grab	met	lit	romantic	seems	place	such	fable
w201	d233	story intrigue	story grab	met	met	subplot	seems	paradox	imprison	sound
w14	d233	story intrigue	story grab	met	met	unconvincing	suffers	engage	resourceful	willingly
w246	d233	story intrigue	story grab	met	lit	unconvincing	product	paradox	plot	imprison
w237	d233	story intrigue	story grab	met	met	romantic	subplots	seems	fable	homespun
w221	d233	story intrigue	story grab	met	lit	romatic	product	placement	paradox	smart
w210	d233	story intrigue	story grab	met	lit	subplots	engage	reasonably	plot	willingly
w24	d297	read book	devour book	met	lit	why	let	have	likely	can
w509	d297	read book	devour book	met	lit	safer	ideal	read	offensive	{}
w1	d297	read book	devour book	met	lit	days	grow	up	gets	child
w46	d297	read book	devour book	met	lit	let	ideal	likely	anyway	recall
w213	d297	read book	devour book	met	lit	books	grow up	prejudices	parents	offensive
w99	d297	read book	devour book	met	met	ideal	formed	read	books	prejudices
w320	d297	read book	devour book	met	met	prejudices	reading	offensive	unsuitable	censor
w16	d297	read book	devour book	met	lit	censor	racial	prejudices	formed	offensive
w22	d297	read book	devour book	met	lit	censor	prejudice	unsuitable	books	racial
w222	d297	read book	devour book	met	lit	censor	prejudices	formed	parents	teachers
w12	d828	experience freedom	taste freedom	met	lit	feeling	felt	i	are	bloggers
w387	d828	experience freedom	taste freedom	met	met	shattered	feeling	more with backchannel	screen	journalist v blogger
w1	d828	experience freedom	taste freedom	met	met	shattered	feeling	the	afternoon	also
w320	d828	experience freedom	taste freedom	met	lit	actively	nanopublishing	engaged	backchannel	projected
w28	d828	experience freedom	taste freedom	met	met	shattered	more	feeling	felt	clearly
w510	d828	experience freedom	taste freedom	met	met	nanopublishing	backchannel	projected	played	business rivalry
w203	d828	experience freedom	taste freedom	met	met	so	develop	develop	we	transform
w222	d828	experience freedom	taste freedom	met	met	bits	shattered	grudges	played	wannabe
w210	d828	experience freedom	taste freedom	met	lit	nanopublishing	business	models	argument	grudges
w228	d828	experience freedom	taste freedom	met	met	shattered	bits	backchannel	grudges	rivalry
w12	d222	sell drug	push drug	met	lit	was	carriage-way	muddy	hippies	acid
w205	d222	sell drug	push drug	met	lit	was	party	there	actual	lots
w206	d222	sell drug	push drug	met	met	carriage	parked	party	muddy	facilities
w509	d222	sell drug	push drug	met	met	hippies	types	bad-boys	muddy	tunnel
w242	d222	sell drug	push drug	met	lit	party	rave	facility	road	score
w332	d222	sell drug	push drug	met	lit	dual	parked	party	storage	acid
w213	d222	sell drug	push drug	met	met	carriage-way	party	muddy	scored	bad-boys
w226	d222	sell drug	push drug	met	met	everyone	hippies	types	scored	acid
w235	d222	sell drug	push drug	met	met	carriage-way	parked on	muddy	hippies	strawberry
w210	d222	sell drug	push drug	met	lit	carriage-way	party	facilities	actual	park
w1	d84	tension increase	tension mount	met	met	made	this	year	honoured	delighted
w3	d84	tension increase	tension mount	met	lit	entrance	judge	commenced	competing	event
w223	d84	tension increase	tension mount	met	lit	recipient	seven	three	numbers	understood
w16	d84	tension increase	tension mount	met	lit	award	honoured	recipient	prestigious	judging
w9	d84	tension increase	tension mount	met	lit	complete	understood	honored	concerned	commenced
w235	d84	tension increase	tension mount	met	met	shock	recipient	judge	dogs	whittled
w247	d84	tension increase	tension mount	met	lit	shock	year	award	delighted	honoured
w210	d84	tension increase	tension mount	met	lit	award	event	dogs	judging	competing
w197	d84	tension increase	tension mount	met	lit	recipient	award	dogs	judge	members
w53	d84	tension increase	tension mount	met	lit	honoured	award	event	judge	final
w1	d416	painting represent	painting capture	lit	met	that	is	the	of	three
w41	d416	painting represent	painting capture	lit	lit	describe	contradictory	architectonics	apertures	abstract
w220	d416	painting represent	painting capture	lit	met	vantage	strange	achitectonics	perceptual	abstract
w71	d416	painting represent	painting capture	lit	met	shape	eye	abstract	forms	habit
w16	d416	painting represent	painting capture	lit	lit	vantage	architectonics	presented	perceptual	apertures
w22	d416	painting represent	painting capture	lit	lit	qualities	presented	designs	dimensional	active
w511	d416	painting represent	painting capture	lit	met	perceptual	three-dimensional	space	abstract	forms
w47	d416	painting represent	painting capture	lit	met	presented	we	imagine	architectonics	eye
w53	d416	painting represent	painting capture	lit	met	contradictory	three-dimensional	imagine	perfect	pure
w10	d416	painting represent	painting capture	lit	met	vantage	strange	space	architectonics	perceptual
w204	d966	understand meaning	grasp meaning	met	lit	english	users	studies	authentic	goals
w12	d966	understand meaning	grasp meaning	met	lit	real	users	english	authenic	cultural
w200	d966	understand meaning	grasp meaning	met	lit	suggest	think	terms	studies	redefine
w51	d966	understand meaning	grasp meaning	met	met	suggest	think	examples	studies	samples
w213	d966	understand meaning	grasp meaning	met	met	real	corpus	careful	achieve	background
w237	d966	understand meaning	grasp meaning	met	met	suggests	try	redefine	different	cultural
w512	d966	understand meaning	grasp meaning	met	met	terms	real english	examples	samples	real
w235	d966	understand meaning	grasp meaning	met	met	widdowson	corpus	encourages	classroom	background
w222	d966	understand meaning	grasp meaning	met	lit	corpus	studies	goals	learners	classroom
w210	d966	understand meaning	grasp meaning	met	lit	real	corpus	studies	authentic	background
w206	d565	end agreement	break agreement	lit	lit	agreement	notice	adviser	advise bureau	agreement
w201	d565	end agreement	break agreement	lit	lit	rules	end	date	notice	agreement
w89	d565	end agreement	break agreement	lit	met	if	expires	possession	including	generally
w46	d565	end agreement	break agreement	lit	met	if	usually	seeking	should	generally
w213	d565	end agreement	break agreement	lit	lit	landlord	rules	possession	nearest	agreement
w223	d565	end agreement	break agreement	lit	lit	landlord	advisor	details	email	rules
w325	d565	end agreement	break agreement	lit	lit	landlord	tenancy	agreement	email	notice
w231	d565	end agreement	break agreement	lit	lit	landlord	should	details	advice	agreement
w203	d565	end agreement	break agreement	lit	lit	tenancy	if	receive	the	notice
w222	d565	end agreement	break agreement	lit	lit	agreement	notice	rules	adviser	bureau
w1	d69	practise profession	follow profession	met	lit	rutherford	but	five	abbey	walter
w290	d69	practise profession	follow profession	met	lit	born	august	edinburgh	died	die
w441	d69	practise profession	follow profession	met	lit	born	siblings	father	region	descended
w111	d69	practise profession	follow profession	met	lit	born	siblings	die	burial	strife
w118	d69	practise profession	follow profession	met	lit	born	ninth	bellicose	litigious	prominent
w3	d69	practise profession	follow profession	met	lit	born	role	descended	hereditary	{}
w184	d69	practise profession	follow profession	met	lit	ninth	heir	first	edinburgh	burial
w135	d69	practise profession	follow profession	met	lit	born	hereditary	burial	walter	family
w348	d69	practise profession	follow profession	met	lit	born	died	heir	descended	first
w345	d69	practise profession	follow profession	met	lit	born	august	edinburgh	child	writer
w1	d657	saturate market	flood market	lit	lit	but	while	end	are	now
w406	d657	saturate market	flood market	lit	met	oligopolistic	possibility	eshewing	theoretically	urge-to-merge
w438	d657	saturate market	flood market	lit	lit	controlled	conglomerates	oligopoly	effectively	market
w3	d657	saturate market	flood market	lit	lit	pratically	global	distribution	conglomerate	secure
w368	d657	saturate market	flood market	lit	lit	result	oligopolistic	cross-promotion	exclusively	profitable
w414	d657	saturate market	flood market	lit	lit	end	result	ibid	maximise	profits
w433	d657	saturate market	flood market	lit	met	oligopolistic	market	outlets	foothold	theoretically
w173	d657	saturate market	flood market	lit	lit	result	market	amongst	oligopoly	maximise
w226	d657	saturate market	flood market	lit	met	practically	monopolistic	eschewing	theoretically	"""urge-to-merge"""
w136	d657	saturate market	flood market	lit	lit	oligopolistic	conglomerate	profitable	market	maximize
w428	d531	mess show	mess reflect	lit	lit	assignment	question	kitchen	clog	sink
w1	d531	mess show	mess reflect	lit	lit	these	you	really	don't	illustrate
w50	d531	mess show	mess reflect	lit	met	kinds	questions	illustrate	talk	expecting
w126	d531	mess show	mess reflect	lit	met	never	slob	clog	garbage	who
w3	d531	mess show	mess reflect	lit	lit	questions	assignment	illustrate	office	organized
w43	d531	mess show	mess reflect	lit	lit	prove	assignment	organized	slob	garbage
w196	d531	mess show	mess reflect	lit	lit	questions	prove	assignment	hear	talk
w368	d531	mess show	mess reflect	lit	met	suggested	cuff	slob	clog	expecting
w119	d531	mess show	mess reflect	lit	lit	two	types	questions	assignment	illustrate
w361	d531	mess show	mess reflect	lit	lit	prove	organized	suggested	expecting	clog
w1	d757	have smile	wear smile	lit	lit	when	i	first	to	road
w264	d757	have smile	wear smile	lit	lit	felt	lighter	alert	rolling	stock
w379	d757	have smile	wear smile	lit	lit	trying	have	i	took	fear
w342	d757	have smile	wear smile	lit	lit	felt	nose	riding	presence	mood
w3	d757	have smile	wear smile	lit	met	steering	trying	selection	presence	ancient
w195	d757	have smile	wear smile	lit	lit	road	scratching	reflective	motorists	steering
w106	d757	have smile	wear smile	lit	lit	took	felt	to	was	riding
w250	d757	have smile	wear smile	lit	lit	took	point	driving	date	added
w16	d757	have smile	wear smile	lit	lit	steering	bike	riding	motorists	safety
w345	d757	have smile	wear smile	lit	lit	road	bike	nose	flags	stock
w1	d526	end agreement	break agreement	lit	lit	the	relation	all	should	easily
w406	d526	end agreement	break agreement	lit	lit	yielded	secure	informed	incriminate	contract
w290	d526	end agreement	break agreement	lit	lit	source	yielded	every	secure	informed
w342	d526	end agreement	break agreement	lit	lit	syntax	identification	analysis	confidential	incriminate
w3	d526	end agreement	break agreement	lit	lit	computers	emails	effort	identification	sources
w183	d526	end agreement	break agreement	lit	lit	syntax	analysis	confidential	contract	nature
w22	d526	end agreement	break agreement	lit	lit	emails	confidential	incriminate	dishonesty	sources
w175	d526	end agreement	break agreement	lit	lit	recordings	confidential	syntax	secrets	sources
w197	d526	end agreement	break agreement	lit	lit	secure	identification	voice	pattern	confidential
w261	d526	end agreement	break agreement	lit	lit	source	secrets	effort	secure	confidential
w1	d480	misinterpret word	twist word	met	lit	would	advantage	where	you	are
w108	d480	misinterpret word	twist word	met	met	better	foul	advantage	posed	disadvantage
w513	d480	misinterpret word	twist word	met	lit	advantage	disadvantage	have	fallen	laws
w442	d480	misinterpret word	twist word	met	met	better	advantage	fallen	foul	clear
w3	d480	misinterpret word	twist word	met	met	would be	posed	coming	from	added
w195	d480	misinterpret word	twist word	met	lit	question	crystal	disadvantage	advantage	better
w250	d480	misinterpret word	twist word	met	lit	advantage	laws	disadvantage	question	work
w415	d480	misinterpret word	twist word	met	met	advantage	men	foul	laws	question
w359	d480	misinterpret word	twist word	met	met	tf	crystal	advantage	disadvantage	so?
w382	d480	misinterpret word	twist word	met	met	round	foul	posed	coming	fallen
w1	d158	determine result	shape result	lit	lit	entire	recovery	moves	back	to
w108	d158	determine result	shape result	lit	lit	staff	battalion	area	hours	sensors
w369	d158	determine result	shape result	lit	lit	involved	quickly	area	hours	prepare
w3	d158	determine result	shape result	lit	lit	battalion	staff	focused	operation	available
w299	d158	determine result	shape result	lit	lit	staff	recovery	battalion	operation	sensors
w195	d158	determine result	shape result	lit	lit	battalion	entire	involved	recovery	recovery
w16	d158	determine result	shape result	lit	lit	battalion	recovery	corps	require	operation
w135	d158	determine result	shape result	lit	lit	prepare	deep	recovery	staff	battalion
w359	d158	determine result	shape result	lit	lit	battalion	staff	recovery	focused	atkhb
w261	d158	determine result	shape result	lit	lit	entire	battalion	involved	recovery	require
w499	d530	forget trouble	drown trouble	met	met	pounced	shredded	murky	poured	cynics
w1	d530	forget trouble	drown trouble	met	lit	questions	tomorrow	broke	up	general
w108	d530	forget trouble	drown trouble	met	met	pounced	shredded	faitfhful	murky	broke up
w248	d530	forget trouble	drown trouble	met	lit	lecturer	shredded	general	questions	handout
w166	d530	forget trouble	drown trouble	met	met	pounced	poured	murky	space	brothers
w3	d530	forget trouble	drown trouble	met	met	faithful	cynics	murky	questions	perhaps
w195	d530	forget trouble	drown trouble	met	met	pounced	poured	murky	darkness	shredded
w16	d530	forget trouble	drown trouble	met	met	pounced	faithful	cynics	murky	space
w135	d530	forget trouble	drown trouble	met	met	shredded	evidence	meeting	broke	general
w376	d530	forget trouble	drown trouble	met	met	pounced	general	faithful	cynics	murkey
w1	d473	misinterpret word	twist word	lit	lit	intend	use	of	language	hearer
w108	d473	misinterpret word	twist word	lit	met	unclear	carefully	capable	correct	erronous
w248	d473	misinterpret word	twist word	lit	met	feedback	speaker	meaning	communication	correctness
w514	d473	misinterpret word	twist word	lit	lit	corrective	intended	correctness	evaluating	carefully
w150	d473	misinterpret word	twist word	lit	lit	corrective	feedback	allowing	provided	meaning
w177	d473	misinterpret word	twist word	lit	lit	feedback	language	communication	reference	speaker
w3	d473	misinterpret word	twist word	lit	lit	corrective	feedback	word-meaning	mapping	providing
w433	d473	misinterpret word	twist word	lit	lit	corrective	intended	feedback	mappings	communication
w376	d473	misinterpret word	twist word	lit	lit	intend	feedback	corrective	communication	hypotheses
w361	d473	misinterpret word	twist word	lit	lit	intend	feedback	provide	means	intended
w1	d230	affect judgement	colour judgement	met	lit	was	appointed	august	way	passing
w248	d230	affect judgement	colour judgement	met	lit	probably	appointed	unless	employment	young
w389	d230	affect judgement	colour judgement	met	lit	appointed	employment	husband	daughter	paris
w51	d230	affect judgement	colour judgement	met	lit	appointed	august	employment	husband	daughter
w3	d230	affect judgement	colour judgement	met	lit	appointed	planned	re-reading	itinerary	interest
w104	d230	affect judgement	colour judgement	met	lit	appointed	itinerary	interest	final	passing
w515	d230	affect judgement	colour judgement	met	lit	appointed	paris	itinerary	literally	toddler
w472	d230	affect judgement	colour judgement	met	met	passing	spur-of-the-moment	devestated	suspect	tow
w203	d230	affect judgement	colour judgement	met	lit	appointed	planned	devastated	suspect	literally
w516	d230	affect judgement	colour judgement	met	lit	planned	spur-of-the-moment	learn	suspect	toddler
w1	d847	cause doubt	cast doubt	met	met	on	other	hand	around	might
w108	d847	cause doubt	cast doubt	met	lit	documents	asset	number	fee	bidder
w248	d847	cause doubt	cast doubt	met	met	requiring	competition	businesses	same	requirements
w322	d847	cause doubt	cast doubt	met	lit	requiring	auction	bidder	rules	procedures
w3	d847	cause doubt	cast doubt	met	lit	businesses	requiring	auctioned	registration	legal
w213	d847	cause doubt	cast doubt	met	lit	deposits	rules	bidder	business	legal
w114	d847	cause doubt	cast doubt	met	lit	hand	rules	auction	legal	requirements
w373	d847	cause doubt	cast doubt	met	lit	requiring	businesses	rules	provide	documents
w231	d847	cause doubt	cast doubt	met	lit	deposits	business	auctioned	legal	{}
w384	d847	cause doubt	cast doubt	met	lit	deposits	procedures	defaults	mechanism	rules
w160	d810	distinction disappear	distinction blur	met	lit	china	beijing	taiwan	union	economic
w1	d810	distinction disappear	distinction blur	met	met	state	consider	entity	conditions	they
w406	d810	distinction disappear	distinction blur	met	met	interpretations	shadow	potential	entity	practice
w438	d810	distinction disappear	distinction blur	met	lit	concerned	policies	factor	economic	develop
w176	d810	distinction disappear	distinction blur	met	lit	include	interpretations	attitudes	reactions	absolutely
w177	d810	distinction disappear	distinction blur	met	met	policy	attitudes	factor	shadow	intertwined
w3	d810	distinction disappear	distinction blur	met	lit	subdivisions	economic	officially	political	develop
w195	d810	distinction disappear	distinction blur	met	lit	subdivisions	policy	changing	attitudes	overtures
w381	d810	distinction disappear	distinction blur	met	lit	drafted	implemented	officially	enocomic	practice
w97	d810	distinction disappear	distinction blur	met	lit	factor	policy	overtures	expanded	officially
w1	d316	distinction disappear	distinction blur	met	lit	when	at	the	door	asking
w108	d316	distinction disappear	distinction blur	met	lit	people	door	attic	boards	rooftop
w171	d316	distinction disappear	distinction blur	met	met	courage	sometimes	necessary	outsider	knocking
w393	d316	distinction disappear	distinction blur	met	met	false	witness	outsiders	outsider	necessary
w3	d316	distinction disappear	distinction blur	met	lit	gestapo	knocking	necessary	witness	neighbour
w43	d316	distinction disappear	distinction blur	met	lit	gestapo	jews	attic	floor	neighbour
w133	d316	distinction disappear	distinction blur	met	lit	knocking	bear	false	neighbors	witness
w196	d316	distinction disappear	distinction blur	met	lit	lie	knocking	seen	attic	under
w175	d316	distinction disappear	distinction blur	met	met	courage	lie	flase	witness	necessary
w381	d316	distinction disappear	distinction blur	met	lit	lie	gestapo	jews	attic	house
w1	d817	forget trouble	drown trouble	lit	lit	use	both	air	out	your
w43	d817	forget trouble	drown trouble	lit	met	cussin	barrels	mad	talk	mouth
w184	d817	forget trouble	drown trouble	lit	met	swallow	tongue	barrels	a-jawin'	air
w196	d817	forget trouble	drown trouble	lit	met	swallow	tongue	air	out	lungs
w250	d817	forget trouble	drown trouble	lit	met	cussin	barrels	air	mouth	jawin
w433	d817	forget trouble	drown trouble	lit	met	swallow	tongue	a-jawnin	barrels	air out
w173	d817	forget trouble	drown trouble	lit	met	swollow	tongue	barrels	ain't	a-jawin
w203	d817	forget trouble	drown trouble	lit	met	air	who	your	ain't	do
w517	d817	forget trouble	drown trouble	lit	met	swallow	tongue	barrels	jokin	slow
w136	d817	forget trouble	drown trouble	lit	met	cussin	tongue	lungs	ain't	a-jawin
w360	d556	moon appear	moon peep	met	met	moaning	heavy	damp	light	dull
w1	d556	moon appear	moon peep	met	lit	leaves	sooner	we	start	fellow
w108	d556	moon appear	moon peep	met	lit	fellow	door	shrubbery	wind	leaves
w248	d556	moon appear	moon peep	met	met	light	starting	better	light	expedition
w369	d556	moon appear	moon peep	met	lit	five	minutes	hurried	through	door
w3	d556	moon appear	moon peep	met	met	expedition	dull	moaning	autumn	wind
w208	d556	moon appear	moon peep	met	met	dark	light	dull	heavy	smell
w364	d556	moon appear	moon peep	met	lit	sooner	may	outside	starting	smell
w210	d556	moon appear	moon peep	met	met	dull	moaning	rustle	heavy	damp
w107	d556	moon appear	moon peep	met	met	out	dark	dull	moaning	heavy
w391	d822	read book	devour book	met	met	thoughts	vent	verse	poet	eye
w362	d822	read book	devour book	met	lit	his thoughts	devoted self	he read	{}	{}
w1	d822	read book	devour book	met	lit	thoughts	a	poet	made	and
w171	d822	read book	devour book	met	met	shortly	vent	debating-society	self-improvement	improbably
w393	d822	read book	devour book	met	lit	poet	devoted	attention	eye	future
w3	d822	read book	devour book	met	lit	speeches	reading	political	economy	employment
w43	d822	read book	devour book	met	lit	grammar	political	economy	employment	newspaper
w162	d822	read book	devour book	met	met	vent	poet	devoted	self-improvement	works
w250	d822	read book	devour book	met	lit	devoted	reading	read	attention	newspaper
w345	d822	read book	devour book	met	lit	study	poet	self-improvement	grammar	summer
w386	d1	experience freedom	taste freedom	met	met	heightens	focus	triggered	change	racing
w1	d1	experience freedom	taste freedom	met	met	had	several	thrust	your	way
w108	d1	experience freedom	taste freedom	met	lit	fact	eclipse	fortnight	lumar	focus
