WorkerId	DiscourseId	Input.Expression.Lit	Input.Expression.Met	Expression.Lit	Expression.Met	Original.Expression	Expression.MetLit
w31	d662	can address the really big questions	can tackle the really big questions	address question	tackle question	met	lit
w3	d662	can address the really big questions	can tackle the really big questions	address question	tackle question	met	lit
w125	d72	instills a new life	breathes a new life	instill life	breathe life	lit	met
w29	d72	instills a new life	breathes a new life	instill life	breathe life	lit	met
w114	d72	instills a new life	breathes a new life	instill life	breathe life	lit	lit
w130	d72	instills a new life	breathes a new life	instill life	breathe life	lit	met
w32	d72	instills a new life	breathes a new life	instill life	breathe life	lit	met
w25	d72	instills a new life	breathes a new life	instill life	breathe life	lit	lit
w3	d72	instills a new life	breathes a new life	instill life	breathe life	lit	met
w124	d72	instills a new life	breathes a new life	instill life	breathe life	lit	met
w30	d72	instills a new life	breathes a new life	instill life	breathe life	lit	met
w117	d72	instills a new life	breathes a new life	instill life	breathe life	lit	met
w113	d72	instills a new life	breathes a new life	instill life	breathe life	lit	lit
w28	d72	instills a new life	breathes a new life	instill life	breathe life	lit	met
w31	d72	instills a new life	breathes a new life	instill life	breathe life	lit	lit
w5	d72	instills a new life	breathes a new life	instill life	breathe life	lit	met
w131	d72	instills a new life	breathes a new life	instill life	breathe life	lit	met
w30	d93	determined the result	shaped the result	determine result	shape result	lit	met
w31	d93	determined the result	shaped the result	determine result	shape result	lit	lit
w3	d93	determined the result	shaped the result	determine result	shape result	lit	lit
w25	d93	determined the result	shaped the result	determine result	shape result	lit	met
w130	d93	determined the result	shaped the result	determine result	shape result	lit	met
w125	d93	determined the result	shaped the result	determine result	shape result	lit	lit
w28	d93	determined the result	shaped the result	determine result	shape result	lit	lit
w113	d93	determined the result	shaped the result	determine result	shape result	lit	met
w117	d93	determined the result	shaped the result	determine result	shape result	lit	met
w32	d93	determined the result	shaped the result	determine result	shape result	lit	lit
w132	d93	determined the result	shaped the result	determine result	shape result	lit	lit
w131	d93	determined the result	shaped the result	determine result	shape result	lit	lit
w5	d93	determined the result	shaped the result	determine result	shape result	lit	lit
w29	d93	determined the result	shaped the result	determine result	shape result	lit	lit
w124	d93	determined the result	shaped the result	determine result	shape result	lit	lit
w131	d205	results have appeared	results have emerged	result appear	result emerge	met	lit
w31	d205	results have appeared	results have emerged	result appear	result emerge	met	met
w117	d205	results have appeared	results have emerged	result appear	result emerge	met	met
w114	d205	results have appeared	results have emerged	result appear	result emerge	met	lit
w130	d205	results have appeared	results have emerged	result appear	result emerge	met	met
w3	d205	results have appeared	results have emerged	result appear	result emerge	met	met
w32	d205	results have appeared	results have emerged	result appear	result emerge	met	met
w28	d205	results have appeared	results have emerged	result appear	result emerge	met	met
w113	d205	results have appeared	results have emerged	result appear	result emerge	met	lit
w25	d205	results have appeared	results have emerged	result appear	result emerge	met	met
w124	d205	results have appeared	results have emerged	result appear	result emerge	met	met
w29	d205	results have appeared	results have emerged	result appear	result emerge	met	met
w125	d205	results have appeared	results have emerged	result appear	result emerge	met	met
w30	d205	results have appeared	results have emerged	result appear	result emerge	met	met
w5	d205	results have appeared	results have emerged	result appear	result emerge	met	lit
w28	d52	was misinterpreting the words	was twisting the words	misinterpret word	twist word	lit	lit
w30	d52	was misinterpreting the words	was twisting the words	misinterpret word	twist word	lit	met
w117	d52	was misinterpreting the words	was twisting the words	misinterpret word	twist word	lit	lit
w113	d52	was misinterpreting the words	was twisting the words	misinterpret word	twist word	lit	met
w125	d52	was misinterpreting the words	was twisting the words	misinterpret word	twist word	lit	lit
w31	d52	was misinterpreting the words	was twisting the words	misinterpret word	twist word	lit	lit
w124	d52	was misinterpreting the words	was twisting the words	misinterpret word	twist word	lit	lit
w29	d52	was misinterpreting the words	was twisting the words	misinterpret word	twist word	lit	lit
w25	d52	was misinterpreting the words	was twisting the words	misinterpret word	twist word	lit	met
w3	d52	was misinterpreting the words	was twisting the words	misinterpret word	twist word	lit	met
w32	d52	was misinterpreting the words	was twisting the words	misinterpret word	twist word	lit	lit
w114	d52	was misinterpreting the words	was twisting the words	misinterpret word	twist word	lit	met
w5	d52	was misinterpreting the words	was twisting the words	misinterpret word	twist word	lit	lit
w130	d52	was misinterpreting the words	was twisting the words	misinterpret word	twist word	lit	met
w131	d52	was misinterpreting the words	was twisting the words	misinterpret word	twist word	lit	met
w124	d257	corrupting the mind	poisoning the mind	corrupt mind	poison mind	lit	met
w31	d257	corrupting the mind	poisoning the mind	corrupt mind	poison mind	lit	lit
w29	d257	corrupting the mind	poisoning the mind	corrupt mind	poison mind	lit	met
w113	d257	corrupting the mind	poisoning the mind	corrupt mind	poison mind	lit	met
w117	d257	corrupting the mind	poisoning the mind	corrupt mind	poison mind	lit	met
w28	d257	corrupting the mind	poisoning the mind	corrupt mind	poison mind	lit	lit
w5	d257	corrupting the mind	poisoning the mind	corrupt mind	poison mind	lit	lit
w30	d257	corrupting the mind	poisoning the mind	corrupt mind	poison mind	lit	met
w25	d257	corrupting the mind	poisoning the mind	corrupt mind	poison mind	lit	lit
w130	d257	corrupting the mind	poisoning the mind	corrupt mind	poison mind	lit	met
w125	d257	corrupting the mind	poisoning the mind	corrupt mind	poison mind	lit	lit
w114	d257	corrupting the mind	poisoning the mind	corrupt mind	poison mind	lit	lit
w131	d257	corrupting the mind	poisoning the mind	corrupt mind	poison mind	lit	lit
w3	d257	corrupting the mind	poisoning the mind	corrupt mind	poison mind	lit	met
w32	d257	corrupting the mind	poisoning the mind	corrupt mind	poison mind	lit	lit
w124	d657	Having almost saturated their markets	Having almost flooded their markets	saturate market	flood market	lit	lit
w113	d657	Having almost saturated their markets	Having almost flooded their markets	saturate market	flood market	lit	lit
w31	d657	Having almost saturated their markets	Having almost flooded their markets	saturate market	flood market	lit	met
w131	d657	Having almost saturated their markets	Having almost flooded their markets	saturate market	flood market	lit	lit
w29	d657	Having almost saturated their markets	Having almost flooded their markets	saturate market	flood market	lit	met
w3	d657	Having almost saturated their markets	Having almost flooded their markets	saturate market	flood market	lit	met
w30	d657	Having almost saturated their markets	Having almost flooded their markets	saturate market	flood market	lit	met
w28	d657	Having almost saturated their markets	Having almost flooded their markets	saturate market	flood market	lit	lit
w117	d657	Having almost saturated their markets	Having almost flooded their markets	saturate market	flood market	lit	met
w125	d657	Having almost saturated their markets	Having almost flooded their markets	saturate market	flood market	lit	lit
w25	d657	Having almost saturated their markets	Having almost flooded their markets	saturate market	flood market	lit	met
w5	d657	Having almost saturated their markets	Having almost flooded their markets	saturate market	flood market	lit	lit
w130	d657	Having almost saturated their markets	Having almost flooded their markets	saturate market	flood market	lit	lit
w32	d657	Having almost saturated their markets	Having almost flooded their markets	saturate market	flood market	lit	met
w133	d657	Having almost saturated their markets	Having almost flooded their markets	saturate market	flood market	lit	lit
w3	d755	are urging me	are pushing me	urge someone	push someone	met	lit
w121	d755	are urging me	are pushing me	urge someone	push someone	met	lit
w32	d755	are urging me	are pushing me	urge someone	push someone	met	lit
w119	d755	are urging me	are pushing me	urge someone	push someone	met	lit
w25	d755	are urging me	are pushing me	urge someone	push someone	met	met
w5	d755	are urging me	are pushing me	urge someone	push someone	met	lit
w124	d755	are urging me	are pushing me	urge someone	push someone	met	met
w133	d755	are urging me	are pushing me	urge someone	push someone	met	lit
w126	d755	are urging me	are pushing me	urge someone	push someone	met	met
w130	d755	are urging me	are pushing me	urge someone	push someone	met	lit
w131	d755	are urging me	are pushing me	urge someone	push someone	met	met
w125	d755	are urging me	are pushing me	urge someone	push someone	met	met
w30	d755	are urging me	are pushing me	urge someone	push someone	met	lit
w113	d755	are urging me	are pushing me	urge someone	push someone	met	lit
w31	d755	are urging me	are pushing me	urge someone	push someone	met	lit
w131	d724	war has displaced	war has uprooted	war displace	war uproot	lit	lit
w125	d724	war has displaced	war has uprooted	war displace	war uproot	lit	lit
w130	d724	war has displaced	war has uprooted	war displace	war uproot	lit	met
w31	d724	war has displaced	war has uprooted	war displace	war uproot	lit	lit
w3	d724	war has displaced	war has uprooted	war displace	war uproot	lit	lit
w32	d724	war has displaced	war has uprooted	war displace	war uproot	lit	lit
w30	d724	war has displaced	war has uprooted	war displace	war uproot	lit	lit
w25	d724	war has displaced	war has uprooted	war displace	war uproot	lit	lit
w5	d724	war has displaced	war has uprooted	war displace	war uproot	lit	lit
w133	d724	war has displaced	war has uprooted	war displace	war uproot	lit	met
w28	d724	war has displaced	war has uprooted	war displace	war uproot	lit	met
w117	d724	war has displaced	war has uprooted	war displace	war uproot	lit	met
w124	d724	war has displaced	war has uprooted	war displace	war uproot	lit	lit
w113	d724	war has displaced	war has uprooted	war displace	war uproot	lit	met
w29	d724	war has displaced	war has uprooted	war displace	war uproot	lit	met
w131	d743	misinterpret my words	twist my words	misinterpret word	twist word	lit	lit
w31	d743	misinterpret my words	twist my words	misinterpret word	twist word	lit	lit
w113	d743	misinterpret my words	twist my words	misinterpret word	twist word	lit	met
w124	d743	misinterpret my words	twist my words	misinterpret word	twist word	lit	lit
w117	d743	misinterpret my words	twist my words	misinterpret word	twist word	lit	lit
w29	d743	misinterpret my words	twist my words	misinterpret word	twist word	lit	met
w3	d743	misinterpret my words	twist my words	misinterpret word	twist word	lit	met
w130	d743	misinterpret my words	twist my words	misinterpret word	twist word	lit	met
w30	d743	misinterpret my words	twist my words	misinterpret word	twist word	lit	met
w5	d743	misinterpret my words	twist my words	misinterpret word	twist word	lit	met
w28	d743	misinterpret my words	twist my words	misinterpret word	twist word	lit	lit
w25	d743	misinterpret my words	twist my words	misinterpret word	twist word	lit	met
w32	d743	misinterpret my words	twist my words	misinterpret word	twist word	lit	lit
w125	d743	misinterpret my words	twist my words	misinterpret word	twist word	lit	lit
w126	d743	misinterpret my words	twist my words	misinterpret word	twist word	lit	met
w125	d83	read all the other books	devoured all the other books	read book	devour book	met	met
w130	d83	read all the other books	devoured all the other books	read book	devour book	met	met
w32	d83	read all the other books	devoured all the other books	read book	devour book	met	lit
w124	d83	read all the other books	devoured all the other books	read book	devour book	met	met
w126	d83	read all the other books	devoured all the other books	read book	devour book	met	met
w31	d83	read all the other books	devoured all the other books	read book	devour book	met	met
w113	d83	read all the other books	devoured all the other books	read book	devour book	met	lit
w5	d83	read all the other books	devoured all the other books	read book	devour book	met	lit
w25	d83	read all the other books	devoured all the other books	read book	devour book	met	lit
w131	d83	read all the other books	devoured all the other books	read book	devour book	met	lit
w30	d83	read all the other books	devoured all the other books	read book	devour book	met	met
w29	d83	read all the other books	devoured all the other books	read book	devour book	met	lit
w3	d83	read all the other books	devoured all the other books	read book	devour book	met	met
w115	d83	read all the other books	devoured all the other books	read book	devour book	met	lit
w28	d83	read all the other books	devoured all the other books	read book	devour book	met	met
w30	d337	cause doubt	cast doubt	cause doubt	cast doubt	lit	lit
w31	d337	cause doubt	cast doubt	cause doubt	cast doubt	lit	lit
w3	d337	cause doubt	cast doubt	cause doubt	cast doubt	lit	met
w29	d337	cause doubt	cast doubt	cause doubt	cast doubt	lit	lit
w28	d337	cause doubt	cast doubt	cause doubt	cast doubt	lit	lit
w113	d337	cause doubt	cast doubt	cause doubt	cast doubt	lit	met
w130	d337	cause doubt	cast doubt	cause doubt	cast doubt	lit	met
w125	d337	cause doubt	cast doubt	cause doubt	cast doubt	lit	met
w32	d337	cause doubt	cast doubt	cause doubt	cast doubt	lit	met
w114	d337	cause doubt	cast doubt	cause doubt	cast doubt	lit	met
w117	d337	cause doubt	cast doubt	cause doubt	cast doubt	lit	met
w5	d337	cause doubt	cast doubt	cause doubt	cast doubt	lit	met
w25	d337	cause doubt	cast doubt	cause doubt	cast doubt	lit	lit
w131	d337	cause doubt	cast doubt	cause doubt	cast doubt	lit	met
w124	d337	cause doubt	cast doubt	cause doubt	cast doubt	lit	met
w31	d80	painting represent	painting captures	painting represent	painting capture	met	lit
w28	d80	painting represent	painting captures	painting represent	painting capture	met	met
w25	d80	painting represent	painting captures	painting represent	painting capture	met	met
w5	d80	painting represent	painting captures	painting represent	painting capture	met	met
w29	d80	painting represent	painting captures	painting represent	painting capture	met	met
w30	d80	painting represent	painting captures	painting represent	painting capture	met	met
w125	d80	painting represent	painting captures	painting represent	painting capture	met	met
w3	d80	painting represent	painting captures	painting represent	painting capture	met	met
w124	d80	painting represent	painting captures	painting represent	painting capture	met	met
w113	d80	painting represent	painting captures	painting represent	painting capture	met	met
w131	d80	painting represent	painting captures	painting represent	painting capture	met	met
w117	d80	painting represent	painting captures	painting represent	painting capture	met	met
w130	d80	painting represent	painting captures	painting represent	painting capture	met	met
w32	d80	painting represent	painting captures	painting represent	painting capture	met	met
w132	d80	painting represent	painting captures	painting represent	painting capture	met	met
w32	d464	corrupts the mind	poisons the mind	corrupt mind	poison mind	lit	lit
w5	d464	corrupts the mind	poisons the mind	corrupt mind	poison mind	lit	met
w28	d464	corrupts the mind	poisons the mind	corrupt mind	poison mind	lit	lit
w31	d464	corrupts the mind	poisons the mind	corrupt mind	poison mind	lit	met
w124	d464	corrupts the mind	poisons the mind	corrupt mind	poison mind	lit	lit
w25	d464	corrupts the mind	poisons the mind	corrupt mind	poison mind	lit	met
w3	d464	corrupts the mind	poisons the mind	corrupt mind	poison mind	lit	met
w117	d464	corrupts the mind	poisons the mind	corrupt mind	poison mind	lit	lit
w130	d464	corrupts the mind	poisons the mind	corrupt mind	poison mind	lit	met
w80	d464	corrupts the mind	poisons the mind	corrupt mind	poison mind	lit	lit
w131	d464	corrupts the mind	poisons the mind	corrupt mind	poison mind	lit	met
w30	d464	corrupts the mind	poisons the mind	corrupt mind	poison mind	lit	lit
w114	d464	corrupts the mind	poisons the mind	corrupt mind	poison mind	lit	met
w29	d464	corrupts the mind	poisons the mind	corrupt mind	poison mind	lit	met
w113	d464	corrupts the mind	poisons the mind	corrupt mind	poison mind	lit	lit
w30	d27	improve its economy	boost its economy	improve economy	boost economy	lit	lit
w32	d27	improve its economy	boost its economy	improve economy	boost economy	lit	met
w117	d27	improve its economy	boost its economy	improve economy	boost economy	lit	lit
w113	d27	improve its economy	boost its economy	improve economy	boost economy	lit	lit
w29	d27	improve its economy	boost its economy	improve economy	boost economy	lit	lit
w3	d27	improve its economy	boost its economy	improve economy	boost economy	lit	met
w28	d27	improve its economy	boost its economy	improve economy	boost economy	lit	lit
w5	d27	improve its economy	boost its economy	improve economy	boost economy	lit	met
w25	d27	improve its economy	boost its economy	improve economy	boost economy	lit	lit
w126	d27	improve its economy	boost its economy	improve economy	boost economy	lit	met
w31	d27	improve its economy	boost its economy	improve economy	boost economy	lit	met
w125	d27	improve its economy	boost its economy	improve economy	boost economy	lit	lit
w130	d27	improve its economy	boost its economy	improve economy	boost economy	lit	met
w131	d27	improve its economy	boost its economy	improve economy	boost economy	lit	lit
w124	d27	improve its economy	boost its economy	improve economy	boost economy	lit	lit
w30	d496	disclose a stitch-up report	leak a stitch-up report	disclose report	leak report	met	met
w31	d496	disclose a stitch-up report	leak a stitch-up report	disclose report	leak report	met	lit
w20	d496	disclose a stitch-up report	leak a stitch-up report	disclose report	leak report	met	lit
w3	d496	disclose a stitch-up report	leak a stitch-up report	disclose report	leak report	met	lit
w117	d496	disclose a stitch-up report	leak a stitch-up report	disclose report	leak report	met	met
w131	d496	disclose a stitch-up report	leak a stitch-up report	disclose report	leak report	met	met
w114	d496	disclose a stitch-up report	leak a stitch-up report	disclose report	leak report	met	lit
w25	d496	disclose a stitch-up report	leak a stitch-up report	disclose report	leak report	met	met
w32	d496	disclose a stitch-up report	leak a stitch-up report	disclose report	leak report	met	lit
w5	d496	disclose a stitch-up report	leak a stitch-up report	disclose report	leak report	met	met
w124	d496	disclose a stitch-up report	leak a stitch-up report	disclose report	leak report	met	met
w113	d496	disclose a stitch-up report	leak a stitch-up report	disclose report	leak report	met	lit
w28	d496	disclose a stitch-up report	leak a stitch-up report	disclose report	leak report	met	met
w125	d496	disclose a stitch-up report	leak a stitch-up report	disclose report	leak report	met	met
w130	d496	disclose a stitch-up report	leak a stitch-up report	disclose report	leak report	met	lit
w5	d121	moon appeared	moon peeped	moon appear	moon peep	lit	met
w30	d121	moon appeared	moon peeped	moon appear	moon peep	lit	lit
w131	d121	moon appeared	moon peeped	moon appear	moon peep	lit	lit
w125	d121	moon appeared	moon peeped	moon appear	moon peep	lit	met
w3	d121	moon appeared	moon peeped	moon appear	moon peep	lit	lit
w113	d121	moon appeared	moon peeped	moon appear	moon peep	lit	lit
w31	d121	moon appeared	moon peeped	moon appear	moon peep	lit	lit
w29	d121	moon appeared	moon peeped	moon appear	moon peep	lit	lit
w124	d121	moon appeared	moon peeped	moon appear	moon peep	lit	met
w114	d121	moon appeared	moon peeped	moon appear	moon peep	lit	met
w32	d121	moon appeared	moon peeped	moon appear	moon peep	lit	lit
w130	d121	moon appeared	moon peeped	moon appear	moon peep	lit	lit
w28	d121	moon appeared	moon peeped	moon appear	moon peep	lit	met
w117	d121	moon appeared	moon peeped	moon appear	moon peep	lit	lit
w25	d121	moon appeared	moon peeped	moon appear	moon peep	lit	lit
w131	d744	pose questions	frame questions	pose question	frame question	lit	lit
w28	d744	pose questions	frame questions	pose question	frame question	lit	met
w3	d744	pose questions	frame questions	pose question	frame question	lit	lit
w30	d744	pose questions	frame questions	pose question	frame question	lit	lit
w32	d744	pose questions	frame questions	pose question	frame question	lit	lit
w5	d744	pose questions	frame questions	pose question	frame question	lit	lit
w126	d744	pose questions	frame questions	pose question	frame question	lit	lit
w113	d744	pose questions	frame questions	pose question	frame question	lit	lit
w124	d744	pose questions	frame questions	pose question	frame question	lit	lit
w31	d744	pose questions	frame questions	pose question	frame question	lit	lit
w117	d744	pose questions	frame questions	pose question	frame question	lit	met
w29	d744	pose questions	frame questions	pose question	frame question	lit	lit
w114	d744	pose questions	frame questions	pose question	frame question	lit	lit
w130	d744	pose questions	frame questions	pose question	frame question	lit	met
w25	d744	pose questions	frame questions	pose question	frame question	lit	lit
w7	d210	cause doubt	cast doubt	cause doubt	cast doubt	met	met
w13	d210	cause doubt	cast doubt	cause doubt	cast doubt	met	met
w134	d210	cause doubt	cast doubt	cause doubt	cast doubt	met	met
w32	d210	cause doubt	cast doubt	cause doubt	cast doubt	met	met
w5	d210	cause doubt	cast doubt	cause doubt	cast doubt	met	lit
w39	d210	cause doubt	cast doubt	cause doubt	cast doubt	met	met
w31	d210	cause doubt	cast doubt	cause doubt	cast doubt	met	lit
w33	d210	cause doubt	cast doubt	cause doubt	cast doubt	met	lit
w1	d210	cause doubt	cast doubt	cause doubt	cast doubt	met	lit
w135	d210	cause doubt	cast doubt	cause doubt	cast doubt	met	met
w136	d210	cause doubt	cast doubt	cause doubt	cast doubt	met	met
w4	d210	cause doubt	cast doubt	cause doubt	cast doubt	met	lit
w137	d210	cause doubt	cast doubt	cause doubt	cast doubt	met	met
w2	d210	cause doubt	cast doubt	cause doubt	cast doubt	met	met
w11	d210	cause doubt	cast doubt	cause doubt	cast doubt	met	lit
w4	d370	has caused a lot of excitement	has stirred a lot of excitement	cause excitement	stir excitement	lit	lit
w31	d370	has caused a lot of excitement	has stirred a lot of excitement	cause excitement	stir excitement	lit	met
w135	d370	has caused a lot of excitement	has stirred a lot of excitement	cause excitement	stir excitement	lit	met
w11	d370	has caused a lot of excitement	has stirred a lot of excitement	cause excitement	stir excitement	lit	met
w1	d370	has caused a lot of excitement	has stirred a lot of excitement	cause excitement	stir excitement	lit	lit
w32	d370	has caused a lot of excitement	has stirred a lot of excitement	cause excitement	stir excitement	lit	met
w2	d370	has caused a lot of excitement	has stirred a lot of excitement	cause excitement	stir excitement	lit	lit
w136	d370	has caused a lot of excitement	has stirred a lot of excitement	cause excitement	stir excitement	lit	met
w39	d370	has caused a lot of excitement	has stirred a lot of excitement	cause excitement	stir excitement	lit	lit
w13	d370	has caused a lot of excitement	has stirred a lot of excitement	cause excitement	stir excitement	lit	met
w7	d370	has caused a lot of excitement	has stirred a lot of excitement	cause excitement	stir excitement	lit	met
w5	d370	has caused a lot of excitement	has stirred a lot of excitement	cause excitement	stir excitement	lit	met
w137	d370	has caused a lot of excitement	has stirred a lot of excitement	cause excitement	stir excitement	lit	met
w138	d370	has caused a lot of excitement	has stirred a lot of excitement	cause excitement	stir excitement	lit	met
w33	d370	has caused a lot of excitement	has stirred a lot of excitement	cause excitement	stir excitement	lit	met
w4	d876	factors affect	factors shape	factor affect	factor shape	met	lit
w33	d876	factors affect	factors shape	factor affect	factor shape	met	lit
w13	d876	factors affect	factors shape	factor affect	factor shape	met	met
w2	d876	factors affect	factors shape	factor affect	factor shape	met	met
w11	d876	factors affect	factors shape	factor affect	factor shape	met	met
w137	d876	factors affect	factors shape	factor affect	factor shape	met	lit
w1	d876	factors affect	factors shape	factor affect	factor shape	met	met
w136	d876	factors affect	factors shape	factor affect	factor shape	met	lit
w39	d876	factors affect	factors shape	factor affect	factor shape	met	met
w134	d876	factors affect	factors shape	factor affect	factor shape	met	lit
w5	d876	factors affect	factors shape	factor affect	factor shape	met	lit
w31	d876	factors affect	factors shape	factor affect	factor shape	met	lit
w7	d876	factors affect	factors shape	factor affect	factor shape	met	met
w135	d876	factors affect	factors shape	factor affect	factor shape	met	met
w32	d876	factors affect	factors shape	factor affect	factor shape	met	lit
w19	d576	experiences freedom	tastes freedom	experience freedom	taste freedom	lit	lit
w5	d576	experiences freedom	tastes freedom	experience freedom	taste freedom	lit	lit
w4	d576	experiences freedom	tastes freedom	experience freedom	taste freedom	lit	lit
w136	d576	experiences freedom	tastes freedom	experience freedom	taste freedom	lit	lit
w32	d576	experiences freedom	tastes freedom	experience freedom	taste freedom	lit	lit
w7	d576	experiences freedom	tastes freedom	experience freedom	taste freedom	lit	met
w33	d576	experiences freedom	tastes freedom	experience freedom	taste freedom	lit	lit
w11	d576	experiences freedom	tastes freedom	experience freedom	taste freedom	lit	lit
w135	d576	experiences freedom	tastes freedom	experience freedom	taste freedom	lit	lit
w2	d576	experiences freedom	tastes freedom	experience freedom	taste freedom	lit	lit
w39	d576	experiences freedom	tastes freedom	experience freedom	taste freedom	lit	lit
w13	d576	experiences freedom	tastes freedom	experience freedom	taste freedom	lit	met
w31	d576	experiences freedom	tastes freedom	experience freedom	taste freedom	lit	lit
w137	d576	experiences freedom	tastes freedom	experience freedom	taste freedom	lit	met
w134	d576	experiences freedom	tastes freedom	experience freedom	taste freedom	lit	lit
w31	d821	view represents	view reflects	view represent	view reflect	met	lit
w2	d821	view represents	view reflects	view represent	view reflect	met	lit
w136	d821	view represents	view reflects	view represent	view reflect	met	met
w80	d821	view represents	view reflects	view represent	view reflect	met	met
w7	d821	view represents	view reflects	view represent	view reflect	met	met
w5	d821	view represents	view reflects	view represent	view reflect	met	lit
w1	d821	view represents	view reflects	view represent	view reflect	met	met
w137	d821	view represents	view reflects	view represent	view reflect	met	met
w11	d821	view represents	view reflects	view represent	view reflect	met	lit
w33	d821	view represents	view reflects	view represent	view reflect	met	lit
w135	d821	view represents	view reflects	view represent	view reflect	met	met
w13	d821	view represents	view reflects	view represent	view reflect	met	met
w4	d821	view represents	view reflects	view represent	view reflect	met	met
w39	d821	view represents	view reflects	view represent	view reflect	met	lit
w32	d821	view represents	view reflects	view represent	view reflect	met	met
w4	d280	misinterpret words	twist words	misinterpret word	twist word	lit	lit
w33	d280	misinterpret words	twist words	misinterpret word	twist word	lit	met
w31	d280	misinterpret words	twist words	misinterpret word	twist word	lit	lit
w136	d280	misinterpret words	twist words	misinterpret word	twist word	lit	lit
w13	d280	misinterpret words	twist words	misinterpret word	twist word	lit	met
w39	d280	misinterpret words	twist words	misinterpret word	twist word	lit	lit
w2	d280	misinterpret words	twist words	misinterpret word	twist word	lit	lit
w7	d280	misinterpret words	twist words	misinterpret word	twist word	lit	met
w1	d280	misinterpret words	twist words	misinterpret word	twist word	lit	met
w5	d280	misinterpret words	twist words	misinterpret word	twist word	lit	lit
w11	d280	misinterpret words	twist words	misinterpret word	twist word	lit	lit
w137	d280	misinterpret words	twist words	misinterpret word	twist word	lit	lit
w134	d280	misinterpret words	twist words	misinterpret word	twist word	lit	met
w135	d280	misinterpret words	twist words	misinterpret word	twist word	lit	lit
w32	d280	misinterpret words	twist words	misinterpret word	twist word	lit	lit
w33	d711	colours which will match	colours which will harmonise	colour match	colour harmonise	met	met
w137	d711	colours which will match	colours which will harmonise	colour match	colour harmonise	met	met
w5	d711	colours which will match	colours which will harmonise	colour match	colour harmonise	met	met
w136	d711	colours which will match	colours which will harmonise	colour match	colour harmonise	met	met
w32	d711	colours which will match	colours which will harmonise	colour match	colour harmonise	met	lit
w20	d711	colours which will match	colours which will harmonise	colour match	colour harmonise	met	met
w11	d711	colours which will match	colours which will harmonise	colour match	colour harmonise	met	met
w39	d711	colours which will match	colours which will harmonise	colour match	colour harmonise	met	met
w134	d711	colours which will match	colours which will harmonise	colour match	colour harmonise	met	met
w7	d711	colours which will match	colours which will harmonise	colour match	colour harmonise	met	met
w31	d711	colours which will match	colours which will harmonise	colour match	colour harmonise	met	lit
w2	d711	colours which will match	colours which will harmonise	colour match	colour harmonise	met	lit
w4	d711	colours which will match	colours which will harmonise	colour match	colour harmonise	met	lit
w13	d711	colours which will match	colours which will harmonise	colour match	colour harmonise	met	met
w135	d711	colours which will match	colours which will harmonise	colour match	colour harmonise	met	met
w13	d207	affect their judgement	colour their judgement	affect judgement	colour judgement	met	met
w31	d207	affect their judgement	colour their judgement	affect judgement	colour judgement	met	lit
w5	d207	affect their judgement	colour their judgement	affect judgement	colour judgement	met	met
w4	d207	affect their judgement	colour their judgement	affect judgement	colour judgement	met	lit
w1	d207	affect their judgement	colour their judgement	affect judgement	colour judgement	met	met
w2	d207	affect their judgement	colour their judgement	affect judgement	colour judgement	met	lit
w39	d207	affect their judgement	colour their judgement	affect judgement	colour judgement	met	lit
w135	d207	affect their judgement	colour their judgement	affect judgement	colour judgement	met	lit
w93	d207	affect their judgement	colour their judgement	affect judgement	colour judgement	met	met
w33	d207	affect their judgement	colour their judgement	affect judgement	colour judgement	met	met
w137	d207	affect their judgement	colour their judgement	affect judgement	colour judgement	met	lit
w11	d207	affect their judgement	colour their judgement	affect judgement	colour judgement	met	lit
w32	d207	affect their judgement	colour their judgement	affect judgement	colour judgement	met	lit
w136	d207	affect their judgement	colour their judgement	affect judgement	colour judgement	met	lit
w7	d207	affect their judgement	colour their judgement	affect judgement	colour judgement	met	met
w39	d553	painting that represents	painting that captures	painting represent	painting capture	met	met
w31	d553	painting that represents	painting that captures	painting represent	painting capture	met	lit
w33	d553	painting that represents	painting that captures	painting represent	painting capture	met	met
w32	d553	painting that represents	painting that captures	painting represent	painting capture	met	met
w4	d553	painting that represents	painting that captures	painting represent	painting capture	met	lit
w5	d553	painting that represents	painting that captures	painting represent	painting capture	met	lit
w1	d553	painting that represents	painting that captures	painting represent	painting capture	met	met
w13	d553	painting that represents	painting that captures	painting represent	painting capture	met	met
w2	d553	painting that represents	painting that captures	painting represent	painting capture	met	met
w137	d553	painting that represents	painting that captures	painting represent	painting capture	met	met
w135	d553	painting that represents	painting that captures	painting represent	painting capture	met	met
w136	d553	painting that represents	painting that captures	painting represent	painting capture	met	met
w7	d553	painting that represents	painting that captures	painting represent	painting capture	met	met
w11	d553	painting that represents	painting that captures	painting represent	painting capture	met	lit
w93	d553	painting that represents	painting that captures	painting represent	painting capture	met	met
w5	d679	rejecting his past	disowning his past	reject past	disown past	met	lit
w39	d679	rejecting his past	disowning his past	reject past	disown past	met	met
w13	d679	rejecting his past	disowning his past	reject past	disown past	met	met
w31	d679	rejecting his past	disowning his past	reject past	disown past	met	met
w11	d679	rejecting his past	disowning his past	reject past	disown past	met	lit
w138	d679	rejecting his past	disowning his past	reject past	disown past	met	lit
w137	d679	rejecting his past	disowning his past	reject past	disown past	met	lit
w2	d679	rejecting his past	disowning his past	reject past	disown past	met	met
