DiscourseId	Expression.Lit	Expression.Met	Original.Expression	Discourse.MetLit	Abstr.all	Abstr.N	Abstr.V	Abstr.ADJ	Emotionality	Emotion	List.Words
d766	read book	devour book	lit	lit	2.96	2.79	3.58	3.23	2.29	Joy	['rating', 'review', 'summary', 'read', 'writing', 'tie', 'deeper', 'mystery', 'plan', 'read', 'rating', 'summary', 'plot', 'series', 'review', 'customer', 'rating', 'review', 'summary', 'series', 'mystery', 'expected', 'bigotry', 'enjoyed', 'other', 'summary', 'bigotry', 'hatred', 'review', 'summary', 'customer', 'review', 'summary', 'expected', 'rating', 'solid', 'review', 'gretly', 'added', 'hatred', 'ending', 'touched', 'mystery', 'enjoyed', 'action', 'sidelines', 'customer', 'mystery', 'bigotry', 'summer']
d81	forget trouble	drown trouble	lit	met	2.58	3.08	2.58	2.01	2.4	Joy	['course', 'prophesied', 'doubt', 'departed', 'comfortably', 'course', 'the', 'latter', 'are', 'fresh', 'prophesied', 'other', 'world', 'departed', 'replied', 'prophesized', 'other', 'world', 'drunk', 'oblivion', 'prothesied', 'dear', 'pray', 'oblivion', 'death', 'met', 'latter', 'fresh', 'friends', 'replied', 'prophesied', 'fresh', 'comfortably', 'drunk', 'oblivion', 'walk', 'met', 'said', 'replied', 'pray', 'prophesied', 'other', 'world', 'departed', 'oblivion', 'oblivion', 'death', 'other', 'world', 'prophesied']
d484	instill life	breathe life	lit	lit	3.08	3.7	3.06	2.18	2.32	Joy	['devoted', 'carried', 'motivated', 'to', 'develop', 'devoted', 'course', 'teachers', 'interested', 'scientific', 'seminars', 'project', 'classes', 'course', 'staff', 'the', 'afternoons', 'project', 'develop', 'new', 'seminars', 'drawing', 'painting', 'observations', 'nature', 'are', 'seminars', 'project', 'classes', 'institute', 'devoted', 'drawing', 'habitat', 'course', 'teachers', 'devoted', 'course', 'interested', 'motivated', 'students', 'by', 'and', 'observations', 'henrike', 'project', 'seminars', 'course', 'institute', 'staff', 'students']
d354	fire destroy	fire devour	lit	lit	3.11	3.27	2.95	-	2.3	Joy	['school', 'years', 'war', 'took', 'again', 'retired', 'decided', 'won', 'said', 'was', 'sport', 'competition', 'family', 'championship', 'succession', 'retired', 'presented', 'hobby', 'succession', 'lasting', 'succession', 'decided', 'presented', 'competition', 'skipper', 'racing', 'sport', 'hobby', 'succession', 'eventually', 'retired', 'raced', 'hobby', 'skipper', 'gave up', 'retired', 'sport', 'competition', 'championship', 'succession', 'racing', 'won', 'war', 'retired', 'mark', 'retired', 'sport', 'competition', 'won', '1954']
d289	have smile	wear smile	met	met	2.8	3.57	2.7	2.08	2.07	Joy	['bid', 'call', 'obey', 'dare', 'joker', 'authoritarian', 'anything', 'challenge', 'lose', 'holds', 'me', 'dare', 'always', 'cards', 'joker', 'i', 'will', 'airs', 'call', 'obey', 'can', 'will', 'call', 'always', 'few', 'bid', 'anything', 'authoritarian', 'dare', 'cards', 'bid', 'authoritarian', 'obey', 'challenge', 'joker', 'airs', 'obey', 'dare', 'cards', 'joker', 'bid', 'airs', 'dare', 'holds', 'cards', 'follow', 'holds', 'cards', 'joker', 'obey']
d169	discuss idea	float idea	lit	lit	2.67	3.04	2.58	2.61	2.34	Joy	['disposal', 'involvement', 'museum', 'humans', 'focus', 'will', 'also', 'encourage', 'pagan', 'option', 'will', 'it', 'now', 'being', 'storing', 'heritage', 'pagan', 'collection', 'display', 'community', 'involvement', 'museum', 'permission', 'supported', 'public', 'advise', 'display', 'issues', 'relevant', 'events', 'will', 'advise', 'museum', 'bones', 'remains', 'realistic', 'bones', 'growing', 'interest', 'activities', 'pagan', 'heritage', 'reburial', 'public', 'realistic', 'pagan', 'and', 'and', 'storage', 'events']
d616	colour match	colour harmonise	lit	lit	3.08	3.98	3.2	2.47	2.36	Joy	['wear', 'more', 'ring', 'but', 'better', 'is', 'more', 'quite', 'have', 'wear', 'wear', 'resistant', 'red', 'white', 'worn', 'wear', 'resistant', 'wears', 'rapidly', 'rate', 'gold', 'wear', 'ring', 'carat', 'rate', 'carat', 'gold', 'resistant', 'wear', 'engagement', 'engagement', 'ring', 'silver', 'carat', 'gold', 'resistant', 'wears', 'quite', 'worn', 'rate', 'resistant', 'rapidly', 'rate', 'same', 'because', 'carat', 'gold', 'resistant', 'ring', 'wears']
d133	read book	devour book	lit	lit	2.94	3.83	2.64	2.69	2.45	Joy	['contributors', 'writing', 'unpublished', 'magazine', 'contribute', 'writing', 'but', 'receiving', 'money', 'understand', 'paid', 'literary', 'contributors', 'contribute', 'established', 'writers', 'unpublished', 'magazines', 'literary', 'poetry', 'receiving', 'money', 'find', 'established', 'readership', 'contributors', 'paid', 'writing', 'quality', 'international', 'contribute', 'unpublished', 'poetry', 'established', 'publish', 'generally', 'let', 'us', 'use', 'their', 'contributors', 'unpublished', 'benefits', 'literary', 'international', 'happen', 'contributors', 'money', 'half', 'paid']
d300	end agreement	break agreement	met	lit	2.82	3.3	2.82	2.64	2.26	Joy	['fares', 'times', 'daughter', 'agency', 'lawyer', 'planned', 'arrangements', 'father', 'daughter', 'lismore', 'further', 'and', 'long', 'flights', 'moved', 'meant', 'most', 'although', 'felt', 'too', 'expensive', 'unaccompanied', 'months', 'relationship', 'disruptive', 'visit', 'arrangements', 'planned', 'worked', 'remained', 'fares', 'access', 'arrangements', 'education', 'agency', 'expensive', 'unaccompanied', 'planned', 'relationship', 'arrangements', 'expensive', 'relationship', 'education', 'custody', 'lawyer', 'lismore', 'disruptive', 'breach', 'former', 'custody']
d4	decrease appetite	dull appetite	lit	lit	3.03	3.16	2.4	3.55	2.38	Joy	['weight', 'health', 'fat', 'methods', 'experts', 'ask', 'health', 'combination', 'excercise', 'prescribed', 'achieve', 'must', 'recommend', 'methods', 'include', 'people', 'ask', 'weight', 'healthy', 'patterns', 'answer', 'context', 'process', 'achieve', 'methods', 'weight', 'loss', 'calories', 'physical', 'activity', 'weight', 'losing', 'reducing', 'combination', 'physical', 'weight', 'calories', 'achieve', 'activity', 'methods', 'weight', 'loss', 'food', 'consumed', 'activity', 'physical', 'health', 'reducing', 'experts', 'recommend']
d727	solve problem	attack problem	met	lit	2.73	3.14	2.21	2.51	2.17	Joy	['material', 'required', 'knowledge', 'solvability', 'equations', 'relation', 'subsequent', 'equations', 'algorithms', 'skills', 'this', 'module', 'solve', 'core', 'central', 'required', 'subsequent', 'understand', 'solve', 'equations', 'material', 'required', 'be', 'will', 'understand', 'material', 'module', 'skills', 'knowledge', 'equationw', 'required', 'knowledge', 'linear', 'maps', 'properties', 'required', 'subsequent', 'understand', 'handle', 'influence', 'module', 'skills', 'influence', 'algorithms', 'academic', 'material', 'required', 'modules', 'knowledge', 'skills']
d352	moon appear	moon peep	met	met	2.94	3.33	1.43	2.59	2.34	Joy	['present', 'hope', 'sky', 'threatened', 'through', 'still', 'the', 'future', 'domain', 'hope', 'domain', 'brewing', 'threatened', 'prophet', 'pan', 'prophet', 'past', 'future', 'hope', 'brewing', 'hope', 'appeared', 'prophet', 'forecast', 'apertures', 'less', 'future', 'sky', 'appeared', 'begun', 'future', 'threatened', 'downpour', 'cypress', 'fore', 'hope', 'brewing', 'prophet', 'renew', 'web', 'domain', 'hope', 'forecast', 'correct', 'apertures', 'domain', 'uniform', 'prophet', 'web', 'steaming-pan']
d903	moon appear	moon peep	met	lit	2.96	3.92	2.78	2.9	2.27	Joy	['the', 'race', 'passed', 'fleet', 'setting', 'that', 'finished', 'with', 'giving', 'three', 'race', 'finish', 'seconds', 'separating', 'outlined', 'between', 'seconds', 'finished', 'intended', 'barges', 'photographic', 'opportunities', 'finish', 'outlined', 'home', 'closest', 'race', 'hyacinth', 'ellen', 'photographic', 'ck256', 'ck222', 'anchored', 'barges', 'smacks', 'closest', 'separating', 'anchored', 'barges', 'home', 'ck256', 'ck222', 'pyefleet', 'fleet', 'prize', 'finish', 'between', 'photographic', 'outlined', 'intended']
d479	disclose report	leak report	lit	lit	2.78	3.2	1.99	2.31	2.0	Joy	"['forego', 'policy', 'complies', 'affordable', 'shareholders', 'countries', 'patents', 'registry', 'policy', 'risks', 'in', 'rights', 'policy', 'developed', 'monitoring', 'developing', 'patent', 'policy', 'countries', 'clinical', 'countries', 'under', 'pricing', 'should', 'ensure', 'patent', 'rights', 'policy', 'monitoring', 'risks', 'affordable', 'guidelines', 'medicinal', 'monitoring', 'specific', 'forego', 'policy', 'countries', ""organisation's"", 'monitoring', 'developing', 'patent', 'policy', 'pharmaceutical', 'shareholders', 'developing', 'patent', 'medicines', 'market', 'registry']"
d166	stimulate debate	fuel debate	met	lit	2.69	3.01	2.73	2.17	2.05	Joy	['make', 'unlikely', 'various', 'parts', 'accused', 'failed', 'convincing', 'detailed', 'unlikely', 'certainly', 'convincing', 'relatively', 'immature', 'packages', 'trial', 'defense', 'corporate', 'shareholders', 'obey', 'remuneration', 'defence', 'arguments', 'case', 'law', 'governance', 'code', 'shareholders', 'obey', 'jail', 'trial', 'relatively', 'immature', 'obey', 'unlikely', 'fines', 'immature', 'untested', 'remuneration', 'dozen', 'complicated', 'defense', 'arguments', 'case', 'law', 'governance', 'defence', 'governance', 'code', 'remuneration', 'outcome']
d686	instill doubt	sow doubt	lit	met	2.24	2.43	1.78	2.15	2.42	Joy	['demon', 'god', 'omnipotent', 'impervious', 'malicious', 'perception', 'doubt', 'malicious demon', 'exist in order', 'deceiving god', 'of', 'this', 'is', 'content', 'here', 'malebranche', 'self defeating', 'descarted', 'doubt', 'psychological', 'perception', 'existence', 'demon', 'god', 'psychological', 'demon', 'perception', 'psychological', 'supposition', 'existence', 'perception', 'examples', 'demon', 'decieved', 'god', 'omnipotent', 'demon', 'deceiving', 'malebranche', 'psychological', 'doubt', 'deceive', 'demon', 'self-defeating', 'perception', 'thinks', 'simple', 'perception', 'examples', 'psychological']
d708	read book	devour book	lit	met	2.64	2.81	3.36	1.48	2.52	Joy	['burning ambition', 'age of ten', 'clearly remember', 'space race', 'apollo rocket', 'remember', 'at', 'the', 'age', 'ten', 'burning', 'fuel', 'tickled', 'absurdness', 'passionate', 'imagination', 'tickled', 'absurdness', 'space', 'race', 'imagination', 'interest', 'absurdness', '{}', '{}', 'burning', 'ambition', 'fuel', 'imagination', 'tickled', 'absurdness', 'tickled', 'being', 'seaside', 'space', 'imagination', 'space race', 'small boys', 'passionate', 'interest', 'fuel', 'imagination', 'tickled', 'linked', 'absurdness', 'even', 'tickled', 'absurdness', 'like', 'passionate']
d768	discuss idea	float idea	lit	lit	2.24	3.17	2.41	1.83	2.22	Joy	['proposal for workshops', 'development quickly', 'review in 8 weeks', 'four time in year', 'potential organisers', 'welcomes', 'proposals', 'where', 'there', 'need', 'proposals', 'developments', 'decisions', 'preliminary', 'organisers', 'proposals', 'workshops', 'developing', 'decisions', 'committee', 'areas', 'respond', 'acceptance', 'reviewers', 'organisers', 'welcomes', 'workshops', 'evaluate', 'organisers', 'programme', 'particularly', 'there', 'need', 'developments', 'will', 'icms', 'therefore', 'particularly', 'welcomes', 'proposals', 'will', 'respond', 'quickly', 'can', 'expect', 'proposals', 'workshops', 'evaluate', 'developments', 'preliminary']
d138	have smile	wear smile	lit	met	2.75	2.9	2.86	2.08	2.58	Joy	['side', 'time', 'space', 'sense', 'embedded', 'time', 'is', 'on', 'your', 'side', 'sense', 'ensure', 'attitudes', 'obsessed', 'recommendation', 'common', 'sense', 'balance', 'management', 'health', 'embedded', 'mind', 'balance', 'remember', 'lighten', 'time', 'habit', 'obsessed', 'recommendation', 'lighten', 'time', 'common', 'valuable', 'researching', 'health', 'time', 'embedded', 'obsessed', 'balance', 'lighten', 'researching', 'health', 'habit', 'recommendation', 'knowledge', 'mind', 'obsessed', 'laugh', 'listen', 'remember']
d582	organise production	mount production	met	lit	3.07	3.4	2.73	2.03	2.3	Joy	['jennifer', 'wallace', 'it', 'numbers', 'sam', 'published', 'literature', 'dissertation', 'alumni', 'acting', 'published', 'shelly', 'keats', 'alumni', 'college', 'published', 'cultural', 'numbers', 'theatre', 'history', 'published', 'books', 'century', 'dissertation', 'teaching', 'published', 'literature', 'compulsory', 'dissertation', 'directors', 'dr.', 'jennifer', 'wallace', 'who', 'has', 'published', 'teaches', 'completing', 'assists', 'numbers', 'published', 'doctorate', 'directors', 'college', 'teaching', 'published', 'books', 'theatre', 'alumni', 'research']
d219	colour match	colour harmonise	lit	lit	2.78	3.18	1.94	2.55	2.08	Joy	['profile', 'characterises', 'structures', 'form', 'fundamental', 'keep', 'roof', 'should', 'altered', 'dark', 'roof', 'buildngs', 'rooflights', 'outbuildings', 'vehicles', 'characterises', 'profile', 'consideration', 'should', 'fundamental', 'characteristics', 'structures', 'storage', 'fundamental', 'consideration', 'roof', 'buildings', 'rooflights', 'vehicles', 'colours', 'roof', 'structures', 'consideration', 'undermine', 'ancillary', 'profile', 'characteristics', 'structures', 'altered', 'chosen', 'careful', 'consideration', 'drastically', 'storage', 'unbroken', 'unbroken', 'characterizes', 'number', 'external', 'colours']
d693	view represent	view reflect	lit	lit	3.15	3.6	2.55	2.07	2.11	Joy	['petition', 'letters', 'person', 'ideally', 'council', 'correspondence', 'name', 'address', 'signature', 'person', 'what', 'should', 'the', 'name', 'details', 'petition', 'contact', 'organiser', 'costly', 'person', 'petition', 'organizer', 'signatory', 'correspondence', 'council', 'petitioner', 'petition', 'individual', 'contain', 'council', 'petition', 'state', 'clearly', 'details', 'correspondence', 'should', 'contain', 'give', 'will', 'assess', 'name', 'details', 'organiser', 'correspondence', 'council', 'petition', 'lead', 'signatory', 'person', 'council']
d176	example show	example illustrate	met	lit	2.84	3.11	2.45	2.38	2.37	Joy	['requested', 'highlights', 'participants', 'observers', 'information', 'facilitator', 'replay', 'highlights', 'review.', 'observers', 'the', 'this', 'happened', 'what', 'had', 'replay', 'questions', 'information', 'review', 'facilitator', 'facilitator', 'requested', 'activities', 'participants', 'informed', 'facilitator', 'action', 'group', 'participants', 'informed', 'facilitator', 'watch', 'exercise', 'walked', 'able', 'action', 'replay', 'group', 'exercise', 'observers', 'facilitator', 'activities', 'participants', 'information', 'review', 'requested', 'opportunity', 'continuing', 'information', 'participants']
d454	discuss idea	float idea	met	lit	2.54	2.98	1.96	1.92	2.22	Joy	"['the', ""kremlin's"", 'intersts', 'and', 'government', 'ambiguous', 'friendship', 'bellicose', 'rhetoric', 'cooperation', 'putin', 'ambiguous', 'cooperation', 'haziness', 'economic', 'bellicose', 'rhetoric', 'economic', 'interests', 'transportation', 'ambiguous', 'newfound', 'carefully', 'confirmed', 'political', 'president', 'war', 'government', 'energy', 'transportation', 'message', 'government', 'signal', 'deal', 'bellicose', 'goverment', 'in', '1999', 'rhetoric', 'long-term', 'message', 'friendship', 'government', 'economic', 'political', 'putin', 'kremlin', 'political', 'corporate', 'iraq']"
d748	practise profession	follow profession	met	lit	2.47	3.6	2.0	2.03	2.32	Joy	['he', 'bar', 'january', 'welsh', 'who', 'admitted', 'called', 'bar', 'january', 'attended', 'admitted', 'accompanied', 'acquainted', 'dedicated', 'history', 'admitted', 'attended', 'literary', 'accompanied', 'acquainted', 'admitted', 'number', 'devoted', 'dramatic', 'accompanied', 'literary', 'celebrities', 'tours', 'dedicated', 'closest', 'admitted', 'acquainted', 'attended', 'friend', 'history', 'admitted', 'atteneded', 'devoted', 'pursuits', 'acquainted', 'admitted', 'devoted', 'pursuits', 'dramatic', 'dedicated', 'admitted', 'devoted', 'life', 'acquained', 'friend']
d747	tension increase	tension mount	lit	lit	2.7	2.9	2.34	2.54	2.14	Joy	['carl', 'the', 'theme', 'dugout', 'took', 'players', 'field', 'coach', 'theme', 'words', 'theme', 'unpleasantness', 'gamesmanship', 'punishment', 'lingered', 'theme', 'fans', 'substitutions', 'unpleasantness', 'lingered', 'theme', 'age', 'general', 'air', 'lingered', 'theme', 'continued', 'punishment', 'crossley', 'unpleasantness', 'theme', 'second', 'united', 'official', 'time', 'unpleasantness', 'lingered', 'exchanged', 'comntinued', 'making', 'theme', 'preston', 'gamesmanship', 'coach', 'friday', 'the', 'theme', 'continued', 'in', 'the']
d55	end agreement	break agreement	lit	lit	2.94	3.37	2.67	2.43	2.17	Joy	['you', 'must', 'by', 'returning', 'if', 'cardholder', 'account', 'card', 'half', 'transactions', 'must', 'transactions', 'applies', 'account', 'agreement', 'must', 'applies', 'give', 'only', 'returning', 'pay', 'transactions', 'cardholer', 'agreement', 'additional', 'pay', 'transactions', 'cardholder', 'account', 'returning', 'must', 'applies', 'cardholder', 'ask', 'returning', 'transactions', 'cardholder', 'agreement', 'account', 'card', 'transations', 'applies', 'agreement', 'information', 'account', 'must', 'agreement', 'information', 'account', 'additional']
d156	experience freedom	taste freedom	met	lit	3.04	4.49	2.94	2.06	2.48	Joy	['certainly', 'take', 'back', 'temples', 'memories', 'camp', 'nepal', 'temples', 'street', 'boat', 'memories', 'relaxing', 'temples', 'bike', 'longing', 'break', 'trek', 'stayed', 'away', 'temples', 'enjoyed', 'offer', 'relaxing', 'responded', 'reaching', 'managed', 'political', 'depending', 'responded', 'wonderful', 'managed', 'memories', 'says', 'political', 'responded', 'temples', 'streets', 'everest', 'trek', 'couple', 'managed', 'trek', 'base', 'camp', 'political', 'managed', 'certainly', 'relaxing', 'political', 'amazing']
d869	factor affect	factor shape	met	lit	2.32	2.37	2.41	2.19	2.28	Joy	['one', 'of', 'economic', 'growth', 'how', 'described', 'creation', 'progress', 'explains', 'knowledge', 'globalisation', 'forces', 'creation', 'use', 'explains', 'described', 'impact', 'knowledge.', 'electricity.', 'decisive', 'globalisation', 'transforming', 'impact', 'economic', 'progress', 'i', 'described', 'transforming', 'this', 'always', 'globalisation', 'new knowledge', 'economic progress', 'economic growth', 'nation', 'transforming', 'forces', 'uses', 'knowledge', 'invention', 'globalisation', 'transforming', 'forces', 'knowledge', 'economic', 'globalisation', 'knowledge', 'economic', 'growth', 'manages']
d673	example show	example illustrate	lit	lit	3.06	3.67	2.4	2.21	2.41	Joy	['information', 'data', 'identify', 'government', 'diagram', 'personal', 'fund', 'customer', 'response', 'comment', 'data', 'defined', 'identify', 'provide', 'fund', 'defined', 'as', 'identify', 'living', 'person', 'information', 'data', 'museum', 'e-mail', 'telephone', 'data', 'e-mail', 'customers', 'services', 'government', 'information', 'person', 'address', 'e-mail', 'accountable', 'defined', 'ensure', 'accountable', 'services', 'fund', 'personal', 'customers', 'comments', 'accountable', 'partly', 'defined', 'ensure', 'accountable', 'services', 'diagram']
d854	factor affect	factor shape	lit	lit	2.75	3.08	3.27	2.24	2.08	Joy	['activities', 'policy', 'project', 'impact', 'institutional', 'management', 'environmental', 'conventions', 'scientists', 'ecological', 'the', 'scale', 'and', 'remedy', 'project', 'policy', 'strategies', 'characterise', 'cultural', 'aspect', 'aim', 'influencing', 'strategies', 'issues', 'changes', 'economic', 'activities', 'changes', 'impact', 'institutional', 'activities', 'management', 'project', 'programme', 'practices', 'activities', 'resource', 'management', 'impact', 'practices', 'activities', 'scale', 'resource', 'management', 'economic', 'serein-2000', 'environmental', 'changes', 'policy', 'regional\xa0']
d387	fire destroy	fire devour	met	met	3.02	3.76	3.1	-	2.31	Joy	['like', 'fig', 'trees', 'first', 'ripe', 'cast', 'bound', 'open', 'figs', 'mouth', 'carried', 'dashed', 'cast', 'figs', 'eater', 'captivity', 'honoured', 'refuge', 'midst', 'behold', 'capitivity', 'bound', 'refuge', 'fortresses', 'eater', 'yet', 'like', 'cast', 'behold', 'if', 'carried', 'away', 'captivity', 'like', 'fig', 'you', 'dazed', 'your', 'land', 'if', 'carried', 'dashed', 'honoured', 'dazed', 'land', 'honoured', 'shaken', 'behold', 'carried', 'cast']
d897	story intrigue	story grab	lit	lit	3.19	3.7	3.52	2.47	2.54	Joy	['visity', 'from', 'a', 'national', 'visiit', 'dj', 'communication', 'language', 'university', 'literary', 'see', 'us', 'interpreted', 'by', 'others', 'national', 'tour', 'nottingham', 'university', 'discoveries', 'national', 'success', 'communication', 'interpreted', 'language', 'visit', 'share', 'current', 'really', 'gained', 'secrets', 'messages', 'interpreted', 'achieves', 'trigger', 'visit', 'tour', 'book', 'university', 'council', 'university', 'current', 'communicate', 'teaching', 'scholarships', 'how', 'visit', 'through', 'archives', 'taste']
d353	solve problem	attack problem	lit	lit	3.23	3.44	2.75	-	2.28	Joy	['equipment', 'programming', 'development', 'technology', 'explanation', 'equipment', 'maitenance', 'installations', 'programming', 'training', 'equipment', 'engineers', 'maintenance', 'programming', 'training', 'need', 'effiects', 'understand', 'range', 'few', 'cutting edge', 'engineers', 'equipment maintenance', 'installations', 'technology', 'need', 'equipment', 'technology', 'program', 'produce', 'ferguy', 'solutions', 'explanation', 'produce', 'effects', 'artist', 'equipment', 'client', 'engineers', 'program', 'produce', 'effects', 'technology', 'manipulation', 'troubleshooting', 'sometimes', 'deal', 'time', 'flicking', 'write']
d593	have smile	wear smile	met	met	2.38	2.96	2.17	1.64	2.62	Joy	['greed', 'lie', 'cheat', 'connive', 'lucre', 'some', 'sickness', 'simple', 'folk', 'kingdom', 'charity', 'lying', 'sickness', 'lucre', 'kingdom', 'honest', 'deceive', 'faces', 'lying', 'enemy', 'sickness', 'deceive', 'fetes', 'lucre', 'kingdom', 'serendipity', 'gobbledygook', 'scrumptious', 'agastopia', 'halfpace', 'greed', 'charity', 'deceive', 'enemies', 'friend', 'connive', 'woodmouse', 'charity', 'lucre', 'dying', 'some', 'say', 'some', 'deceive', 'lucre', 'honest', 'good', 'like', 'simple', 'think']
d638	instill life	breathe life	lit	lit	3.34	4.29	2.12	2.89	2.08	Joy	['had', 'taken', 'were', 'quantity', 'tossed', 'his', 'and', 'knife', 'were', 'odds', 'equipment', 'quantity', 'taken', 'tossed', '{}', 'haversack', 'razor', 'tossed', 'devoured', 'knife', 'razor', 'knife', 'meat', 'haversack', 'tossed', 'taken', 'he tossed', 'seized upon it', 'his', 'starving', 'razor', 'knife', 'equipment', 'tossed', 'seized', 'haversack', 'meat', 'starving', 'devoured', 'ravenously', 'equipment', 'meat', 'starving', 'seized', 'devoured', 'equipment', 'meat', 'tossed', 'seized', 'devoured']
d998	urge someone	push someone	met	lit	3.42	4.39	3.67	2.24	2.34	Joy	['practices', 'acoustic', 'chords', 'straightforward', 'rehearsals', 'practices', 'ideas', 'basic', 'straightforward', 'rehearsals', 'studio', 'sessions', 'songs', 'guitar', 'rehearsals', 'studio', 'sessions', 'practice', 'ideas', 'sing', 'sessions', 'went', 'sit', 'play', 'straightfoward', 'practices', 'songs', 'acoustic', 'straighforward', 'rehearsals', 'practices', 'kevin', 'play', 'guitar', 'learn', 'practices', 'basic', 'cords', 'straightforward', 'ideas', 'ideas', 'sit', 'play', 'straightforward', 'rehearsals', 'studio', 'practices', 'house', 'ideas', 'rehearsals']
d908	sell drug	push drug	met	lit	3.17	3.7	2.46	3.04	2.23	Joy	['cool', 'informative', 'easy', '{}', '{}', 'it', 'increased', 'lethal', 'clots', 'cancer', 'cancer', 'lethal', 'cancelled', 'medical', 'effective', 'cancers', 'clots', 'drug', 'head', 'reported', 'discovered', 'concluded', 'reported', 'accused', 'obvservation', 'discovered', 'increased', 'rate', 'statistics', 'observation', 'discovered', 'blood', 'clots', 'medical', 'unprincipled', 'discovered', 'returning', 'trials', 'statistics', 'article', 'discovered', 'trials', 'drug', 'manufacturers', 'patients', 'discovered', 'prevented', 'increased', 'benefits', 'cancer research']
d74	understand meaning	grasp meaning	lit	lit	3.66	4.24	2.87	3.24	2.39	Joy	['the', 'church', 'safer', 'going', 'than', 'church', 'hay', 'house', 'bumper', 'recruiter', 'has', 'safer', 'seen', 'commercials', 'recruiter', 'games', 'rides', 'seen', 'fun', 'sticker', 'games', 'hay ride', 'everyone', 'safer', 'house', 'games', 'safer', 'house', 'army', 'quite', 'games', 'fun', 'commercials', 'recruiter', 'everyone', 'church', 'house', 'commercials', 'cousin', 'recruiter', 'ride', 'sticker', 'commercial', 'recruiter', 'quite', 'church', 'day', 'sticker', 'commercials', 'recruiter']
d681	solve problem	attack problem	met	lit	2.56	2.7	2.82	2.25	2.28	Joy	['many', 'believes', 'happening', 'will', 'work', 'exclusion', 'late', 'help', 'preventing', 'social', 'it', 'believes', 'many', 'identify', 'established', 'believes', 'sought', 'established', 'identify', 'work', 'exclusion', 'preventing', 'tackle', 'addressing', 'damage', 'interventions', 'repair', 'damage', 'roots', 'cutting', 'interventions', 'social exclusion', 'government', 'scotland the prime minister', 'tackling social exclusion', 'government', 'social', 'exclusion', 'england', 'damage', 'damage', 'effective', 'identify', 'away', 'more', 'effective', 'addressing', 'social', 'co-ordinated', 'interventions']
d851	make remark	throw remark	met	lit	3.18	3.66	2.74	1.97	2.04	Joy	['paid', 'visits', 'working', 'therapist', 'sessions', '1970', 'was', 'paid', 'working', 'never', 'isolated', 'miserable', 'outsider', 'therapist', 'silence', '1970', 'visits', 'working', 'columnist', 'newspaper', '1970', 'visits', 'columnist', 'explained', 'silence', 'visits', 'columnist', 'theory', 'isolated', 'silence', 'columnist', 'isolated', 'therapist', 'sessions', 'outsider', 'twice-weekly', 'time', 'isolated', 'therapist', 'sessions', 'was', 'should', 'theory', 'felt', 'how', 'paid', 'working', 'newspaper', 'isolated', 'therapist']
d273	corrupt mind	poison mind	met	lit	2.54	2.59	2.36	2.57	2.27	Joy	['usually', 'what', 'is', 'going', 'on', 'activities', 'suspicion', 'perfect', 'turned', 'unlikely', 'activities', 'radicalised', 'disillusioned', 'prisoners', 'religious', 'authorities', 'suspicion', 'muslims', 'disillusioned', 'carefully', 'authorities', 'editorial', 'islamic', 'fanatics', 'prisons', 'suspicion', 'radicalised', 'breeding', 'extremists', 'ideas', 'breeding', 'ground', 'packed', 'ripe', 'imams', 'prison authorities', 'secret services', 'suspicion', 'extremists', 'prisoners', 'see', 'also', 'editorial', 'comment', 'official', 'authorities', 'radicalized', 'islamic', 'muslims', 'imams']
d909	fate be	fate lie	lit	lit	2.92	2.77	3.22	2.43	2.1	Joy	['large', 'turn-out', 'populace', 'german', 'demand', 'increase', 'received', 'per cent', 'rejected', 'introduced', 'vote', 'pro-german', '1939', '1943', 'government', 'per cent', 'votes', 'law', 'nazi', 'august', 'received', 'votes', 'resistance', 'sympathy', 'sabotage', 'saw', 'received', 'rejected', 'introduced', 'law', 'increase', 'democracy', 'nazi', 'party', 'vote', 'peasant', 'resistance', 'fell', 'populace', 'went to', 'voute', 'martial', 'law', 'germans', 'interned', 'august', '1943', 'social', 'democracy', 'martial']
d483	result appear	result emerge	met	lit	2.75	2.87	2.66	2.57	2.28	Joy	['will', 'evaluate', 'prevention', 'describe', 'methodology', 'need', 'evaluate', 'hiv', 'around', 'image', 'descriptive', 'structural', 'prevention', 'response', 'talk', 'business', 'development', 'program', 'structural', '{}', 'south africa', 'hiv', 'film', 'poverty-targeted', 'involvement', 'talk', 'discus', 'hiv', 'intervention', 'issues', 'hiv', 'south africa', 'health', 'image', 'framework', 'epidemic', 'hiv', 'talk', 'discuss', 'intervention', 'epidemic', 'evaluate', 'methodology', 'framework', 'developement', 'epidemic', 'evaluate', 'structural', 'methodology', 'framework']
d655	instill life	breathe life	met	lit	2.67	3.15	2.44	2.62	2.23	Joy	['pressure', 'half', 'walked', 'argument', 'important', 'the', 'pressure', 'living', 'by', 'the', 'researched', 'found', 'respondents', 'argument', 'must', 'researched', 'survey', 'argument', 'public', 'promote', 'disabled', 'doubtless', 'argument', 'cheapside', 'hardly', 'researched', 'survey', 'argument', 'proposal', 'plans', 'needs', 'survey', 'argument', 'proposal', 'plans to', 'researched', 'londoners', 'respondents', 'birmingham', 'public', 'researched', 'survey', 'respondents', 'argument', 'case', 'researched', 'needs', 'respondents', 'walk', 'public']
