WorkerId	DiscourseId	Expression.Lit	Expression.Met	Original.Expression	Category.MetLit
w113	d569	determine result	shape result	met	3
w24	d569	determine result	shape result	met	2
w28	d570	drink alcohol	abuse alcohol	lit	1
w2	d570	drink alcohol	abuse alcohol	lit	4
w111	d570	drink alcohol	abuse alcohol	lit	5
w42	d570	drink alcohol	abuse alcohol	lit	4
w50	d570	drink alcohol	abuse alcohol	lit	1
w116	d570	drink alcohol	abuse alcohol	lit	3
w113	d570	drink alcohol	abuse alcohol	lit	1
w108	d570	drink alcohol	abuse alcohol	lit	1
w30	d570	drink alcohol	abuse alcohol	lit	4
w40	d570	drink alcohol	abuse alcohol	lit	4
w24	d570	drink alcohol	abuse alcohol	lit	2
w29	d570	drink alcohol	abuse alcohol	lit	2
w4	d570	drink alcohol	abuse alcohol	lit	1
w15	d570	drink alcohol	abuse alcohol	lit	2
w117	d570	drink alcohol	abuse alcohol	lit	1
w116	d571	improve economy	boost economy	met	2
w15	d571	improve economy	boost economy	met	2
w30	d571	improve economy	boost economy	met	6
w113	d571	improve economy	boost economy	met	1
w42	d571	improve economy	boost economy	met	4
w50	d571	improve economy	boost economy	met	1
w117	d571	improve economy	boost economy	met	1
w29	d571	improve economy	boost economy	met	2
w24	d571	improve economy	boost economy	met	3
w4	d571	improve economy	boost economy	met	1
w108	d571	improve economy	boost economy	met	1
w28	d571	improve economy	boost economy	met	5
w2	d571	improve economy	boost economy	met	4
w111	d571	improve economy	boost economy	met	4
w40	d571	improve economy	boost economy	met	5
w28	d572	result appear	result emerge	lit	6
w24	d572	result appear	result emerge	lit	4
w117	d572	result appear	result emerge	lit	1
w113	d572	result appear	result emerge	lit	1
w4	d572	result appear	result emerge	lit	5
w116	d572	result appear	result emerge	lit	4
w2	d572	result appear	result emerge	lit	5
w108	d572	result appear	result emerge	lit	1
w50	d572	result appear	result emerge	lit	1
w111	d572	result appear	result emerge	lit	2
w29	d572	result appear	result emerge	lit	2
w42	d572	result appear	result emerge	lit	4
w15	d572	result appear	result emerge	lit	3
w30	d572	result appear	result emerge	lit	4
w40	d572	result appear	result emerge	lit	4
w24	d573	invest money	pour money	lit	2
w40	d573	invest money	pour money	lit	3
w116	d573	invest money	pour money	lit	4
w2	d573	invest money	pour money	lit	4
w15	d573	invest money	pour money	lit	3
w42	d573	invest money	pour money	lit	3
w29	d573	invest money	pour money	lit	2
w50	d573	invest money	pour money	lit	1
w108	d573	invest money	pour money	lit	1
w4	d573	invest money	pour money	lit	5
w28	d573	invest money	pour money	lit	3
w111	d573	invest money	pour money	lit	1
w113	d573	invest money	pour money	lit	1
w30	d573	invest money	pour money	lit	4
w117	d573	invest money	pour money	lit	1
w24	d574	mess show	mess reflect	lit	2
w29	d574	mess show	mess reflect	lit	2
w42	d574	mess show	mess reflect	lit	3
w50	d574	mess show	mess reflect	lit	2
w111	d574	mess show	mess reflect	lit	2
w30	d574	mess show	mess reflect	lit	3
w113	d574	mess show	mess reflect	lit	6
w36	d574	mess show	mess reflect	lit	3
w4	d574	mess show	mess reflect	lit	6
w18	d574	mess show	mess reflect	lit	4
w40	d574	mess show	mess reflect	lit	4
w2	d574	mess show	mess reflect	lit	3
w28	d574	mess show	mess reflect	lit	1
w117	d574	mess show	mess reflect	lit	2
w15	d574	mess show	mess reflect	lit	4
w50	d575	decrease appetite	dull appetite	lit	1
w42	d575	decrease appetite	dull appetite	lit	4
w108	d575	decrease appetite	dull appetite	lit	1
w30	d575	decrease appetite	dull appetite	lit	4
w28	d575	decrease appetite	dull appetite	lit	3
w4	d575	decrease appetite	dull appetite	lit	5
w117	d575	decrease appetite	dull appetite	lit	1
w24	d575	decrease appetite	dull appetite	lit	2
w113	d575	decrease appetite	dull appetite	lit	1
w40	d575	decrease appetite	dull appetite	lit	4
w111	d575	decrease appetite	dull appetite	lit	4
w15	d575	decrease appetite	dull appetite	lit	3
w29	d575	decrease appetite	dull appetite	lit	2
w2	d575	decrease appetite	dull appetite	lit	6
w116	d575	decrease appetite	dull appetite	lit	4
w29	d576	experience freedom	taste freedom	lit	2
w28	d576	experience freedom	taste freedom	lit	6
w30	d576	experience freedom	taste freedom	lit	5
w36	d576	experience freedom	taste freedom	lit	5
w15	d576	experience freedom	taste freedom	lit	3
w24	d576	experience freedom	taste freedom	lit	1
w113	d576	experience freedom	taste freedom	lit	2
w4	d576	experience freedom	taste freedom	lit	5
w110	d576	experience freedom	taste freedom	lit	5
w40	d576	experience freedom	taste freedom	lit	3
w111	d576	experience freedom	taste freedom	lit	6
w2	d576	experience freedom	taste freedom	lit	5
w50	d576	experience freedom	taste freedom	lit	2
w42	d576	experience freedom	taste freedom	lit	4
w117	d576	experience freedom	taste freedom	lit	3
w113	d577	saturate market	flood market	lit	1
w29	d577	saturate market	flood market	lit	2
w4	d577	saturate market	flood market	lit	1
w30	d577	saturate market	flood market	lit	3
w2	d577	saturate market	flood market	lit	6
w110	d577	saturate market	flood market	lit	2
w24	d577	saturate market	flood market	lit	3
w42	d577	saturate market	flood market	lit	4
w40	d577	saturate market	flood market	lit	4
w50	d577	saturate market	flood market	lit	1
w117	d577	saturate market	flood market	lit	2
w116	d577	saturate market	flood market	lit	1
w118	d577	saturate market	flood market	lit	5
w28	d577	saturate market	flood market	lit	1
w15	d577	saturate market	flood market	lit	2
w111	d578	urge someone	push someone	lit	2
w113	d578	urge someone	push someone	lit	6
w4	d578	urge someone	push someone	lit	5
w15	d578	urge someone	push someone	lit	3
w40	d578	urge someone	push someone	lit	4
w30	d578	urge someone	push someone	lit	3
w116	d578	urge someone	push someone	lit	4
w42	d578	urge someone	push someone	lit	3
w117	d578	urge someone	push someone	lit	2
w118	d578	urge someone	push someone	lit	3
w2	d578	urge someone	push someone	lit	5
w28	d578	urge someone	push someone	lit	3
w29	d578	urge someone	push someone	lit	2
w24	d578	urge someone	push someone	lit	3
w50	d578	urge someone	push someone	lit	6
w15	d579	cause excitement	stir excitement	lit	2
w29	d579	cause excitement	stir excitement	lit	1
w50	d579	cause excitement	stir excitement	lit	3
w40	d579	cause excitement	stir excitement	lit	3
w2	d579	cause excitement	stir excitement	lit	5
w4	d579	cause excitement	stir excitement	lit	5
w119	d579	cause excitement	stir excitement	lit	1
w116	d579	cause excitement	stir excitement	lit	1
w42	d579	cause excitement	stir excitement	lit	3
w24	d579	cause excitement	stir excitement	lit	4
w113	d579	cause excitement	stir excitement	lit	4
w30	d579	cause excitement	stir excitement	lit	4
w28	d579	cause excitement	stir excitement	lit	3
w111	d579	cause excitement	stir excitement	lit	5
w117	d579	cause excitement	stir excitement	lit	1
w117	d580	decrease appetite	dull appetite	lit	2
w113	d580	decrease appetite	dull appetite	lit	1
w28	d580	decrease appetite	dull appetite	lit	2
w111	d580	decrease appetite	dull appetite	lit	5
w29	d580	decrease appetite	dull appetite	lit	2
w30	d580	decrease appetite	dull appetite	lit	4
w15	d580	decrease appetite	dull appetite	lit	3
w40	d580	decrease appetite	dull appetite	lit	4
w44	d580	decrease appetite	dull appetite	lit	5
w50	d580	decrease appetite	dull appetite	lit	1
w42	d580	decrease appetite	dull appetite	lit	5
w24	d580	decrease appetite	dull appetite	lit	3
w2	d580	decrease appetite	dull appetite	lit	5
w4	d580	decrease appetite	dull appetite	lit	5
w36	d580	decrease appetite	dull appetite	lit	4
w29	d581	recall feeling	recapture feeling	met	2
w6	d581	recall feeling	recapture feeling	met	3
w58	d581	recall feeling	recapture feeling	met	5
w120	d581	recall feeling	recapture feeling	met	5
w108	d581	recall feeling	recapture feeling	met	6
w121	d581	recall feeling	recapture feeling	met	5
w25	d581	recall feeling	recapture feeling	met	3
w40	d581	recall feeling	recapture feeling	met	4
w42	d581	recall feeling	recapture feeling	met	4
w47	d581	recall feeling	recapture feeling	met	5
w31	d581	recall feeling	recapture feeling	met	3
w15	d581	recall feeling	recapture feeling	met	4
w122	d581	recall feeling	recapture feeling	met	1
w67	d581	recall feeling	recapture feeling	met	5
w17	d581	recall feeling	recapture feeling	met	4
w25	d582	organise production	mount production	met	5
w122	d582	organise production	mount production	met	1
w47	d582	organise production	mount production	met	5
w29	d582	organise production	mount production	met	1
w15	d582	organise production	mount production	met	3
w6	d582	organise production	mount production	met	5
w42	d582	organise production	mount production	met	5
w31	d582	organise production	mount production	met	5
w123	d582	organise production	mount production	met	1
w108	d582	organise production	mount production	met	1
w40	d582	organise production	mount production	met	4
w67	d582	organise production	mount production	met	4
w58	d582	organise production	mount production	met	5
w120	d582	organise production	mount production	met	2
w17	d582	organise production	mount production	met	4
w15	d583	experience freedom	taste freedom	lit	2
w25	d583	experience freedom	taste freedom	lit	5
w42	d583	experience freedom	taste freedom	lit	5
w47	d583	experience freedom	taste freedom	lit	3
w29	d583	experience freedom	taste freedom	lit	2
w58	d583	experience freedom	taste freedom	lit	5
w17	d583	experience freedom	taste freedom	lit	5
w120	d583	experience freedom	taste freedom	lit	2
w6	d583	experience freedom	taste freedom	lit	1
w67	d583	experience freedom	taste freedom	lit	5
w40	d583	experience freedom	taste freedom	lit	4
w108	d583	experience freedom	taste freedom	lit	1
w124	d583	experience freedom	taste freedom	lit	1
w122	d583	experience freedom	taste freedom	lit	2
w31	d583	experience freedom	taste freedom	lit	5
w42	d584	fire destroy	fire devour	lit	4
w25	d584	fire destroy	fire devour	lit	5
w86	d584	fire destroy	fire devour	lit	3
w17	d584	fire destroy	fire devour	lit	3
w29	d584	fire destroy	fire devour	lit	2
w6	d584	fire destroy	fire devour	lit	4
w58	d584	fire destroy	fire devour	lit	5
w67	d584	fire destroy	fire devour	lit	6
w31	d584	fire destroy	fire devour	lit	5
w120	d584	fire destroy	fire devour	lit	1
w124	d584	fire destroy	fire devour	lit	2
w47	d584	fire destroy	fire devour	lit	5
w122	d584	fire destroy	fire devour	lit	2
w40	d584	fire destroy	fire devour	lit	4
w125	d584	fire destroy	fire devour	lit	2
w17	d585	cause doubt	cast doubt	met	5
w47	d585	cause doubt	cast doubt	met	1
w58	d585	cause doubt	cast doubt	met	4
w29	d585	cause doubt	cast doubt	met	2
w67	d585	cause doubt	cast doubt	met	5
w42	d585	cause doubt	cast doubt	met	5
w31	d585	cause doubt	cast doubt	met	4
w122	d585	cause doubt	cast doubt	met	1
w15	d585	cause doubt	cast doubt	met	4
w6	d585	cause doubt	cast doubt	met	1
w126	d585	cause doubt	cast doubt	met	1
w40	d585	cause doubt	cast doubt	met	4
w25	d585	cause doubt	cast doubt	met	2
w86	d585	cause doubt	cast doubt	met	4
w120	d585	cause doubt	cast doubt	met	3
w47	d586	misinterpret word	twist word	met	5
w86	d586	misinterpret word	twist word	met	4
w25	d586	misinterpret word	twist word	met	4
w120	d586	misinterpret word	twist word	met	4
w67	d586	misinterpret word	twist word	met	5
w17	d586	misinterpret word	twist word	met	5
w122	d586	misinterpret word	twist word	met	1
w29	d586	misinterpret word	twist word	met	2
w31	d586	misinterpret word	twist word	met	6
w124	d586	misinterpret word	twist word	met	2
w58	d586	misinterpret word	twist word	met	5
w6	d586	misinterpret word	twist word	met	4
w15	d586	misinterpret word	twist word	met	3
w42	d586	misinterpret word	twist word	met	4
w40	d586	misinterpret word	twist word	met	4
w47	d587	determine result	shape result	lit	1
w58	d587	determine result	shape result	lit	4
w25	d587	determine result	shape result	lit	4
w67	d587	determine result	shape result	lit	4
w86	d587	determine result	shape result	lit	4
w42	d587	determine result	shape result	lit	4
w40	d587	determine result	shape result	lit	3
w122	d587	determine result	shape result	lit	1
w31	d587	determine result	shape result	lit	3
w124	d587	determine result	shape result	lit	1
w29	d587	determine result	shape result	lit	1
w125	d587	determine result	shape result	lit	1
w6	d587	determine result	shape result	lit	3
w120	d587	determine result	shape result	lit	6
w17	d587	determine result	shape result	lit	4
w25	d588	address question	tackle question	met	5
w17	d588	address question	tackle question	met	3
w58	d588	address question	tackle question	met	4
w108	d588	address question	tackle question	met	1
w124	d588	address question	tackle question	met	1
w15	d588	address question	tackle question	met	4
w120	d588	address question	tackle question	met	2
w31	d588	address question	tackle question	met	5
w6	d588	address question	tackle question	met	3
w47	d588	address question	tackle question	met	3
w42	d588	address question	tackle question	met	5
w29	d588	address question	tackle question	met	1
w67	d588	address question	tackle question	met	4
w122	d588	address question	tackle question	met	2
w40	d588	address question	tackle question	met	4
w47	d589	invest money	pour money	met	5
w25	d589	invest money	pour money	met	5
w17	d589	invest money	pour money	met	6
w58	d589	invest money	pour money	met	5
w67	d589	invest money	pour money	met	5
w31	d589	invest money	pour money	met	5
w6	d589	invest money	pour money	met	5
w124	d589	invest money	pour money	met	2
w40	d589	invest money	pour money	met	4
w120	d589	invest money	pour money	met	5
w15	d589	invest money	pour money	met	4
w29	d589	invest money	pour money	met	4
w42	d589	invest money	pour money	met	5
w108	d589	invest money	pour money	met	5
w122	d589	invest money	pour money	met	1
w67	d590	reject past	disown past	lit	5
w25	d590	reject past	disown past	lit	3
w17	d590	reject past	disown past	lit	2
w42	d590	reject past	disown past	lit	4
w47	d590	reject past	disown past	lit	5
w120	d590	reject past	disown past	lit	4
w58	d590	reject past	disown past	lit	5
w122	d590	reject past	disown past	lit	5
w125	d590	reject past	disown past	lit	1
w29	d590	reject past	disown past	lit	1
w108	d590	reject past	disown past	lit	1
w15	d590	reject past	disown past	lit	3
w6	d590	reject past	disown past	lit	5
w40	d590	reject past	disown past	lit	4
w31	d590	reject past	disown past	lit	4
w17	d591	tension increase	tension mount	met	5
w67	d591	tension increase	tension mount	met	4
w31	d591	tension increase	tension mount	met	5
w122	d591	tension increase	tension mount	met	1
w124	d591	tension increase	tension mount	met	2
w40	d591	tension increase	tension mount	met	5
w120	d591	tension increase	tension mount	met	4
w15	d591	tension increase	tension mount	met	4
w58	d591	tension increase	tension mount	met	4
w6	d591	tension increase	tension mount	met	3
w42	d591	tension increase	tension mount	met	4
w29	d591	tension increase	tension mount	met	1
w47	d591	tension increase	tension mount	met	3
w125	d591	tension increase	tension mount	met	1
w25	d591	tension increase	tension mount	met	4
w17	d592	distinction disappear	distinction blur	lit	5
w67	d592	distinction disappear	distinction blur	lit	5
w42	d592	distinction disappear	distinction blur	lit	5
w31	d592	distinction disappear	distinction blur	lit	6
w29	d592	distinction disappear	distinction blur	lit	1
w25	d592	distinction disappear	distinction blur	lit	4
w40	d592	distinction disappear	distinction blur	lit	4
w124	d592	distinction disappear	distinction blur	lit	1
w47	d592	distinction disappear	distinction blur	lit	1
w125	d592	distinction disappear	distinction blur	lit	1
w58	d592	distinction disappear	distinction blur	lit	5
w6	d592	distinction disappear	distinction blur	lit	5
w122	d592	distinction disappear	distinction blur	lit	1
w86	d592	distinction disappear	distinction blur	lit	3
w120	d592	distinction disappear	distinction blur	lit	1
w29	d593	have smile	wear smile	met	4
w31	d593	have smile	wear smile	met	6
w47	d593	have smile	wear smile	met	4
w40	d593	have smile	wear smile	met	4
w120	d593	have smile	wear smile	met	5
w25	d593	have smile	wear smile	met	2
w17	d593	have smile	wear smile	met	5
w42	d593	have smile	wear smile	met	5
w122	d593	have smile	wear smile	met	5
w124	d593	have smile	wear smile	met	3
w67	d593	have smile	wear smile	met	5
w58	d593	have smile	wear smile	met	4
w6	d593	have smile	wear smile	met	6
w108	d593	have smile	wear smile	met	5
w15	d593	have smile	wear smile	met	4
w25	d594	make remark	throw remark	met	3
w58	d594	make remark	throw remark	met	5
w40	d594	make remark	throw remark	met	4
w120	d594	make remark	throw remark	met	4
w124	d594	make remark	throw remark	met	5
w122	d594	make remark	throw remark	met	2
w86	d594	make remark	throw remark	met	1
w47	d594	make remark	throw remark	met	6
w125	d594	make remark	throw remark	met	6
w17	d594	make remark	throw remark	met	2
w31	d594	make remark	throw remark	met	5
w42	d594	make remark	throw remark	met	4
w6	d594	make remark	throw remark	met	4
w29	d594	make remark	throw remark	met	2
w67	d594	make remark	throw remark	met	5
w125	d595	reject past	disown past	met	1
w58	d595	reject past	disown past	met	5
w47	d595	reject past	disown past	met	5
w122	d595	reject past	disown past	met	1
w17	d595	reject past	disown past	met	5
w6	d595	reject past	disown past	met	4
w31	d595	reject past	disown past	met	5
w67	d595	reject past	disown past	met	5
w29	d595	reject past	disown past	met	2
w42	d595	reject past	disown past	met	5
w15	d595	reject past	disown past	met	3
w25	d595	reject past	disown past	met	5
w86	d595	reject past	disown past	met	5
w120	d595	reject past	disown past	met	5
w40	d595	reject past	disown past	met	5
w29	d596	pose question	frame question	lit	3
w47	d596	pose question	frame question	lit	4
w6	d596	pose question	frame question	lit	5
w17	d596	pose question	frame question	lit	5
w58	d596	pose question	frame question	lit	4
w15	d596	pose question	frame question	lit	4
w40	d596	pose question	frame question	lit	4
w124	d596	pose question	frame question	lit	1
w122	d596	pose question	frame question	lit	2
w67	d596	pose question	frame question	lit	5
w31	d596	pose question	frame question	lit	3
w120	d596	pose question	frame question	lit	2
w25	d596	pose question	frame question	lit	1
w42	d596	pose question	frame question	lit	5
w125	d596	pose question	frame question	lit	1
w31	d597	war displace	war uproot	lit	2
w58	d597	war displace	war uproot	lit	3
w67	d597	war displace	war uproot	lit	6
w29	d597	war displace	war uproot	lit	2
w47	d597	war displace	war uproot	lit	1
w122	d597	war displace	war uproot	lit	1
w17	d597	war displace	war uproot	lit	4
w25	d597	war displace	war uproot	lit	3
w40	d597	war displace	war uproot	lit	2
w125	d597	war displace	war uproot	lit	1
w42	d597	war displace	war uproot	lit	4
w6	d597	war displace	war uproot	lit	4
w86	d597	war displace	war uproot	lit	2
w120	d597	war displace	war uproot	lit	1
w15	d597	war displace	war uproot	lit	4
w58	d598	solve problem	attack problem	met	5
w122	d598	solve problem	attack problem	met	2
w6	d598	solve problem	attack problem	met	3
w25	d598	solve problem	attack problem	met	6
w42	d598	solve problem	attack problem	met	5
w29	d598	solve problem	attack problem	met	3
w120	d598	solve problem	attack problem	met	1
w40	d598	solve problem	attack problem	met	4
w15	d598	solve problem	attack problem	met	3
w31	d598	solve problem	attack problem	met	5
w47	d598	solve problem	attack problem	met	5
w67	d598	solve problem	attack problem	met	4
w17	d598	solve problem	attack problem	met	4
w124	d598	solve problem	attack problem	met	1
w86	d598	solve problem	attack problem	met	4
w29	d599	decrease appetite	dull appetite	met	2
w6	d599	decrease appetite	dull appetite	met	4
w17	d599	decrease appetite	dull appetite	met	2
w122	d599	decrease appetite	dull appetite	met	1
w120	d599	decrease appetite	dull appetite	met	3
w67	d599	decrease appetite	dull appetite	met	4
w31	d599	decrease appetite	dull appetite	met	5
w125	d599	decrease appetite	dull appetite	met	1
w40	d599	decrease appetite	dull appetite	met	4
w58	d599	decrease appetite	dull appetite	met	4
w42	d599	decrease appetite	dull appetite	met	4
w124	d599	decrease appetite	dull appetite	met	3
w47	d599	decrease appetite	dull appetite	met	3
w25	d599	decrease appetite	dull appetite	met	2
w15	d599	decrease appetite	dull appetite	met	3
w47	d600	saturate market	flood market	met	2
w29	d600	saturate market	flood market	met	2
w110	d600	saturate market	flood market	met	1
w120	d600	saturate market	flood market	met	2
w6	d600	saturate market	flood market	met	4
w67	d600	saturate market	flood market	met	6
w40	d600	saturate market	flood market	met	4
w25	d600	saturate market	flood market	met	3
w42	d600	saturate market	flood market	met	5
w58	d600	saturate market	flood market	met	5
w15	d600	saturate market	flood market	met	3
w17	d600	saturate market	flood market	met	2
w31	d600	saturate market	flood market	met	6
w122	d600	saturate market	flood market	met	2
w86	d600	saturate market	flood market	met	4
w50	d601	story intrigue	story grab	met	2
w25	d601	story intrigue	story grab	met	4
w127	d601	story intrigue	story grab	met	5
w17	d601	story intrigue	story grab	met	4
w58	d601	story intrigue	story grab	met	5
w15	d601	story intrigue	story grab	met	4
w128	d601	story intrigue	story grab	met	3
w47	d601	story intrigue	story grab	met	5
w42	d601	story intrigue	story grab	met	6
w108	d601	story intrigue	story grab	met	1
w28	d601	story intrigue	story grab	met	4
w67	d601	story intrigue	story grab	met	5
w40	d601	story intrigue	story grab	met	4
w29	d601	story intrigue	story grab	met	1
w31	d601	story intrigue	story grab	met	6
w17	d602	discuss idea	float idea	met	3
w31	d602	discuss idea	float idea	met	5
w25	d602	discuss idea	float idea	met	2
w67	d602	discuss idea	float idea	met	5
w40	d602	discuss idea	float idea	met	4
w50	d602	discuss idea	float idea	met	1
w29	d602	discuss idea	float idea	met	2
w42	d602	discuss idea	float idea	met	5
w108	d602	discuss idea	float idea	met	1
w28	d602	discuss idea	float idea	met	6
w128	d602	discuss idea	float idea	met	4
w127	d602	discuss idea	float idea	met	4
w15	d602	discuss idea	float idea	met	4
w72	d602	discuss idea	float idea	met	2
w47	d602	discuss idea	float idea	met	3
w28	d603	stimulate debate	fuel debate	lit	6
w86	d603	stimulate debate	fuel debate	lit	2
w127	d603	stimulate debate	fuel debate	lit	2
w29	d603	stimulate debate	fuel debate	lit	3
w17	d603	stimulate debate	fuel debate	lit	2
w108	d603	stimulate debate	fuel debate	lit	1
w47	d603	stimulate debate	fuel debate	lit	5
w42	d603	stimulate debate	fuel debate	lit	5
w31	d603	stimulate debate	fuel debate	lit	6
w58	d603	stimulate debate	fuel debate	lit	5
w67	d603	stimulate debate	fuel debate	lit	5
w40	d603	stimulate debate	fuel debate	lit	4
w50	d603	stimulate debate	fuel debate	lit	2
w15	d603	stimulate debate	fuel debate	lit	4
w25	d603	stimulate debate	fuel debate	lit	3
w31	d604	address question	tackle question	lit	4
w15	d604	address question	tackle question	lit	3
w67	d604	address question	tackle question	lit	5
w50	d604	address question	tackle question	lit	1
w47	d604	address question	tackle question	lit	4
w127	d604	address question	tackle question	lit	2
w58	d604	address question	tackle question	lit	5
w42	d604	address question	tackle question	lit	4
w128	d604	address question	tackle question	lit	1
w17	d604	address question	tackle question	lit	2
w40	d604	address question	tackle question	lit	4
w25	d604	address question	tackle question	lit	3
w28	d604	address question	tackle question	lit	5
w108	d604	address question	tackle question	lit	3
w29	d604	address question	tackle question	lit	1
w47	d605	example show	example illustrate	met	2
w67	d605	example show	example illustrate	met	5
w29	d605	example show	example illustrate	met	2
w17	d605	example show	example illustrate	met	4
w42	d605	example show	example illustrate	met	6
w28	d605	example show	example illustrate	met	3
w25	d605	example show	example illustrate	met	3
w58	d605	example show	example illustrate	met	6
w31	d605	example show	example illustrate	met	4
w40	d605	example show	example illustrate	met	4
w108	d605	example show	example illustrate	met	1
w15	d605	example show	example illustrate	met	4
w86	d605	example show	example illustrate	met	3
w127	d605	example show	example illustrate	met	5
w50	d605	example show	example illustrate	met	3
w127	d606	mess show	mess reflect	met	3
w28	d606	mess show	mess reflect	met	3
w86	d606	mess show	mess reflect	met	5
w17	d606	mess show	mess reflect	met	6
w25	d606	mess show	mess reflect	met	2
w42	d606	mess show	mess reflect	met	3
w108	d606	mess show	mess reflect	met	2
w40	d606	mess show	mess reflect	met	4
w67	d606	mess show	mess reflect	met	5
w31	d606	mess show	mess reflect	met	6
w50	d606	mess show	mess reflect	met	3
w58	d606	mess show	mess reflect	met	5
w15	d606	mess show	mess reflect	met	4
w29	d606	mess show	mess reflect	met	2
w47	d606	mess show	mess reflect	met	5
w42	d607	disclose report	leak report	lit	4
w15	d607	disclose report	leak report	lit	4
w58	d607	disclose report	leak report	lit	4
w108	d607	disclose report	leak report	lit	2
w17	d607	disclose report	leak report	lit	5
w127	d607	disclose report	leak report	lit	2
w67	d607	disclose report	leak report	lit	5
w31	d607	disclose report	leak report	lit	4
w40	d607	disclose report	leak report	lit	4
w47	d607	disclose report	leak report	lit	5
w29	d607	disclose report	leak report	lit	2
w50	d607	disclose report	leak report	lit	1
w86	d607	disclose report	leak report	lit	2
w25	d607	disclose report	leak report	lit	3
w28	d607	disclose report	leak report	lit	6
w31	d608	forget trouble	drown trouble	lit	3
w47	d608	forget trouble	drown trouble	lit	3
w127	d608	forget trouble	drown trouble	lit	4
w28	d608	forget trouble	drown trouble	lit	5
w67	d608	forget trouble	drown trouble	lit	5
w17	d608	forget trouble	drown trouble	lit	6
w40	d608	forget trouble	drown trouble	lit	4
w128	d608	forget trouble	drown trouble	lit	6
w108	d608	forget trouble	drown trouble	lit	5
w72	d608	forget trouble	drown trouble	lit	2
w50	d608	forget trouble	drown trouble	lit	2
w25	d608	forget trouble	drown trouble	lit	3
w15	d608	forget trouble	drown trouble	lit	3
w29	d608	forget trouble	drown trouble	lit	1
w42	d608	forget trouble	drown trouble	lit	4
w29	d609	cause excitement	stir excitement	met	2
w28	d609	cause excitement	stir excitement	met	2
w108	d609	cause excitement	stir excitement	met	1
w86	d609	cause excitement	stir excitement	met	4
w40	d609	cause excitement	stir excitement	met	4
w42	d609	cause excitement	stir excitement	met	5
w47	d609	cause excitement	stir excitement	met	4
w15	d609	cause excitement	stir excitement	met	4
w67	d609	cause excitement	stir excitement	met	5
w17	d609	cause excitement	stir excitement	met	4
w50	d609	cause excitement	stir excitement	met	3
w31	d609	cause excitement	stir excitement	met	4
w58	d609	cause excitement	stir excitement	met	5
w25	d609	cause excitement	stir excitement	met	5
w127	d609	cause excitement	stir excitement	met	4
w128	d610	painting represent	painting capture	met	4
w29	d610	painting represent	painting capture	met	3
w25	d610	painting represent	painting capture	met	6
w42	d610	painting represent	painting capture	met	6
w15	d610	painting represent	painting capture	met	3
w31	d610	painting represent	painting capture	met	6
w28	d610	painting represent	painting capture	met	3
w40	d610	painting represent	painting capture	met	3
w108	d610	painting represent	painting capture	met	1
w50	d610	painting represent	painting capture	met	1
w58	d610	painting represent	painting capture	met	5
w17	d610	painting represent	painting capture	met	5
w67	d610	painting represent	painting capture	met	6
w127	d610	painting represent	painting capture	met	4
w47	d610	painting represent	painting capture	met	2
w108	d611	distinction disappear	distinction blur	met	1
w110	d611	distinction disappear	distinction blur	met	1
w29	d611	distinction disappear	distinction blur	met	2
w127	d611	distinction disappear	distinction blur	met	4
w50	d611	distinction disappear	distinction blur	met	1
w28	d611	distinction disappear	distinction blur	met	5
w58	d611	distinction disappear	distinction blur	met	6
w47	d611	distinction disappear	distinction blur	met	4
w15	d611	distinction disappear	distinction blur	met	3
w31	d611	distinction disappear	distinction blur	met	5
w40	d611	distinction disappear	distinction blur	met	3
w42	d611	distinction disappear	distinction blur	met	4
w25	d611	distinction disappear	distinction blur	met	2
w67	d611	distinction disappear	distinction blur	met	5
w17	d611	distinction disappear	distinction blur	met	3
w29	d612	experience freedom	taste freedom	lit	3
w17	d612	experience freedom	taste freedom	lit	2
w42	d612	experience freedom	taste freedom	lit	5
w86	d612	experience freedom	taste freedom	lit	1
w58	d612	experience freedom	taste freedom	lit	6
w67	d612	experience freedom	taste freedom	lit	5
w108	d612	experience freedom	taste freedom	lit	3
w31	d612	experience freedom	taste freedom	lit	3
w127	d612	experience freedom	taste freedom	lit	6
w123	d612	experience freedom	taste freedom	lit	1
w40	d612	experience freedom	taste freedom	lit	3
w25	d612	experience freedom	taste freedom	lit	4
w15	d612	experience freedom	taste freedom	lit	3
w28	d612	experience freedom	taste freedom	lit	5
w47	d612	experience freedom	taste freedom	lit	3
w29	d613	manage job	juggle job	met	2
w25	d613	manage job	juggle job	met	4
w42	d613	manage job	juggle job	met	4
w28	d613	manage job	juggle job	met	4
w47	d613	manage job	juggle job	met	1
w17	d613	manage job	juggle job	met	6
w40	d613	manage job	juggle job	met	4
w50	d613	manage job	juggle job	met	2
w86	d613	manage job	juggle job	met	4
w108	d613	manage job	juggle job	met	1
w31	d613	manage job	juggle job	met	5
w127	d613	manage job	juggle job	met	1
w15	d613	manage job	juggle job	met	4
w67	d613	manage job	juggle job	met	5
w58	d613	manage job	juggle job	met	5
w31	d614	view represent	view reflect	met	4
w42	d614	view represent	view reflect	met	4
w50	d614	view represent	view reflect	met	1
w40	d614	view represent	view reflect	met	4
w67	d614	view represent	view reflect	met	5
w128	d614	view represent	view reflect	met	1
w28	d614	view represent	view reflect	met	2
w108	d614	view represent	view reflect	met	1
w15	d614	view represent	view reflect	met	3
